assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,11,0,0.0,327,9,2,0,2.1,20.8,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,2,602310,2,1,0.0,1,0,0,0,50,True,0
0,0,10,0,0.0,327,13,4,0,1.7,16.8,2022-08-13T16:30:00Z,90,4,0,0,0,0,2,3,638997,0,4,0.0,1,-62379,22001,84380,50,False,0
0,0,18,0,0.0,327,27,1,0,3.4,33.6,2022-08-22T19:00:00Z,90,12,0,0,0,0,3,5,487285,1,2,0.0,3,-166744,5720,172464,49,True,0
0,1,29,1,0.0,327,39,0,0,3.5,34.8,2022-08-27T11:30:00Z,90,17,0,0,0,0,4,4,509413,1,0,0.0,8,-14894,28718,43612,49,False,0
0,0,23,1,0.0,327,46,0,0,1.1,11.2,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,2,544889,1,0,0.0,6,6845,30828,23983,49,False,0
0,0,13,0,10.0,327,56,1,0,2.8,18.0,2022-09-04T15:30:00Z,90,1,0,0,0,0,6,2,588903,1,3,0.0,2,14332,46137,31805,49,True,0
0,0,12,0,0.0,327,88,6,0,2.4,23.6,2022-10-02T13:00:00Z,90,13,0,0,0,0,9,3,671369,3,6,0.0,0,241,29549,29308,49,False,0
0,0,14,0,0.0,327,96,1,0,1.0,10.4,2022-10-09T18:00:00Z,90,8,0,0,0,0,10,1,665621,2,1,0.0,2,-12775,23372,36147,49,False,0
