assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,48,0,0,0,22,1,5,37,17.0,1,0,28,0,0,2,1,0,0,3.2,28,13.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,1,5,0,0,0,0,7,0,1,0,834188,1,0,0,0,2,2.0,5,0,0,0,45,True,0,1
0,27,0,0,0,13,0,3,20,15.2,1,0,28,0,0,20,0,1,0,3.7,553,20.2,1,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,1,19,0,0,0,0,4,0,2,0,846641,2,2,0,2,1,2.0,2,-17095,21491,38586,45,False,0,0
0,39,0,0,0,7,0,2,27,2.7,0,0,28,0,0,22,1,2,0,2.2,1080,15.2,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,90,0,0,8,0,0,0,0,5,0,3,0,770035,0,0,0,2,2,4.0,1,-79976,17008,96984,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,28,0,0,34,0,0,0,0.0,1611,0.0,0,2018-09-01T14:00:00Z,01 Sep 15:00,0,0,0,0,0,6,0,0,0,0,0,0,4,0,698135,0,0,0,0,2,0.0,0,-74409,7261,81670,45,False,0,0
