assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,538,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,8673,0,2,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,538,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,1,8,0,0,0,0,2,0,12338,1,2,0.0,0,-860,1034,1894,45,True,1
0,0,0,0,0.0,538,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,12602,1,3,0.0,0,-1321,930,2251,45,False,0
0,0,0,0,0.0,538,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,19,0,0,0,0,4,0,12452,1,0,0.0,0,-1396,617,2013,45,True,0
0,0,0,0,0.0,538,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,1,0,0,0,0,5,0,12770,1,2,0.0,0,-664,679,1343,45,False,0
0,0,12,0,0.5,538,51,1,0,1.6,15.4,2022-09-03T16:30:00Z,63,13,0,0,0,0,6,0,12511,1,1,0.0,2,-814,501,1315,44,True,0
0,0,19,1,19.7,538,71,0,0,3.9,10.0,2022-09-16T19:00:00Z,90,17,0,0,0,0,8,0,14923,0,1,9.0,5,654,1050,396,44,True,1
0,2,33,1,61.9,538,85,0,0,9.0,21.8,2022-10-02T15:30:00Z,90,11,0,0,0,0,9,0,15944,0,0,6.0,8,957,1875,918,44,False,0
0,3,25,0,16.9,538,99,1,1,8.0,47.8,2022-10-10T19:00:00Z,90,16,0,0,0,0,10,0,29927,1,1,15.0,11,11463,13303,1840,44,False,0
