assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,14,0,2,0,-3,0,0,13,26.0,0,0,394,0,0,108,0,1,0,6.1,5764,0.0,2,2018-11-03T15:00:00Z,03 Nov 15:00,0,0,65,1,0,15,0,0,0,0,0,0,11,0,46959,1,0,3,0,1,36.0,2,31664,33835,2171,54,False,0,0
1,34,0,1,0,7,0,1,23,30.3,1,0,394,0,0,120,2,1,0,9.9,6314,26.4,2,2018-11-10T15:00:00Z,10 Nov 15:00,0,0,90,0,1,16,0,0,0,0,3,0,12,0,51088,4,0,1,1,1,42.0,4,4744,9658,4914,54,False,0,1
0,12,1,0,0,1,0,0,8,14.0,0,0,394,0,0,128,0,0,0,2.4,6866,1.6,1,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,56,3,0,12,0,0,0,0,2,0,13,0,49165,3,0,0,3,0,8.0,1,-2034,6643,8677,54,True,0,0
0,30,2,0,0,15,0,0,27,27.6,0,0,394,0,0,136,0,2,0,3.7,7419,2.8,2,2018-12-01T15:00:00Z,01 Dec 15:00,0,0,54,1,0,11,0,0,0,0,4,0,14,0,49003,1,0,1,0,2,7.0,1,-619,3887,4506,54,False,0,0
0,10,0,0,0,5,0,1,6,0.9,3,0,394,0,0,146,0,0,0,1.4,7975,4.8,0,2018-12-04T20:00:00Z,04 Dec 20:00,0,0,27,1,0,13,0,0,0,0,4,0,15,0,41331,1,0,0,2,1,8.0,1,-7510,1370,8880,54,True,0,0
0,9,0,0,0,2,0,3,6,10.8,1,0,394,0,0,156,0,1,0,2.5,8533,8.6,1,2018-12-10T20:00:00Z,10 Dec 20:00,0,0,30,1,0,8,0,0,0,0,2,0,16,0,37230,3,0,0,2,2,6.0,1,-4226,1300,5526,54,False,0,0
1,52,1,0,3,41,0,2,42,30.6,4,0,394,0,0,169,0,2,1,12.7,9092,55.2,2,2018-12-15T15:00:00Z,15 Dec 15:00,0,0,86,2,0,5,0,0,0,0,2,0,17,0,33941,2,0,2,2,3,41.0,13,-3771,1802,5573,54,True,0,0
0,27,2,0,1,31,1,2,21,41.8,1,0,394,0,0,179,0,0,1,11.4,9654,46.8,3,2018-12-22T15:00:00Z,22 Dec 15:00,0,0,90,2,0,19,0,0,0,0,2,0,18,0,49822,2,0,0,2,0,25.0,9,14656,17014,2358,54,False,0,0
0,21,0,0,0,6,0,2,16,23.8,0,0,394,0,0,190,1,2,0,3.3,10219,5.4,2,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,81,0,0,6,0,0,0,0,1,0,19,0,65934,2,0,0,2,1,4.0,2,15506,19395,3889,54,True,0,0
1,29,1,1,0,18,0,0,23,19.3,3,0,394,0,0,200,1,1,0,8.2,10787,25.4,1,2018-12-29T15:00:00Z,29 Dec 15:00,0,0,90,0,1,15,0,0,0,0,1,0,20,0,99130,1,0,0,1,1,37.0,5,31372,36530,5158,55,True,0,0
0,18,0,0,0,2,0,0,14,6.9,0,0,394,0,0,202,1,3,0,1.1,11355,0.0,0,2019-01-02T19:45:00Z,02 Jan 19:45,0,0,89,1,0,2,0,0,0,0,3,0,21,0,120846,2,0,1,3,3,5.0,2,21652,34893,13241,55,False,0,0
0,24,0,1,0,3,0,0,20,23.3,8,0,394,0,0,215,0,1,0,5.9,11925,9.4,2,2019-01-12T15:00:00Z,12 Jan 15:00,0,0,90,1,0,7,0,0,0,0,6,0,22,0,148891,9,0,2,2,1,26.0,2,25540,48657,23117,55,False,0,0
