name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Aaron_Cresswell_376,0,0,7,0,1.5,376,8,5,0,1.1,9.0,2019-08-10T11:30:00Z,90,11,0,0,0,0,1,0,23399,5,0,0.0,0,0,0,0,50,True,0,1
Aaron_Lennon_430,0,0,3,0,0.0,430,3,0,0,0.2,2.0,2019-08-10T14:00:00Z,6,16,0,0,0,0,1,0,8105,0,3,0.0,1,0,0,0,50,True,0,1
Aaron_Mooy_516,0,0,0,0,0.0,516,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,16261,3,0,0.0,0,0,0,0,50,False,0,1
Aaron_Ramsdale_494,0,0,11,0,0.0,494,2,1,0,1.0,9.8,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,2,3091,1,1,0.0,2,0,0,0,45,True,0,1
Aaron_Wan-Bissaka_122,0,2,34,1,16.1,122,9,0,0,4.9,30.4,2019-08-11T15:30:00Z,90,6,0,0,0,0,1,0,1879259,0,4,2.0,8,0,0,0,55,True,0,1
Abdoulaye_Doucouré_368,0,0,7,0,23.1,368,7,3,0,3.0,4.4,2019-08-10T14:00:00Z,90,4,1,0,0,0,1,0,200815,3,0,2.0,0,0,0,0,60,True,0,1
Adama_Traoré_417,0,0,0,0,0.0,417,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,9,0,0,0,0,1,0,17995,0,0,0.0,0,0,0,0,50,False,0,1
Adam_Lallana_195,0,0,0,0,0.0,195,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,14,0,0,0,0,1,0,7143,1,4,0.0,0,0,0,0,60,True,0,1
Adam_Masina_355,0,0,0,0,0.0,355,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,4687,3,0,0.0,0,0,0,0,45,True,0,1
Adam_Smith_63,0,0,10,0,7.0,63,2,1,0,1.4,3.4,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,0,90570,1,1,4.0,1,0,0,0,45,True,1,1
Adam_Webster_493,0,0,0,0,0.0,493,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,5861,3,0,0.0,0,0,0,0,45,False,0,1
Ademola_Lookman_155,0,0,0,0,0.0,155,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,773,0,0,0.0,0,0,0,0,50,False,0,1
Adrian_Mariappa_356,0,0,0,0,0.0,356,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,15852,3,0,0.0,0,0,0,0,45,True,0,1
Adrián_San Miguel del Castillo_526,0,0,7,0,0.0,526,1,1,0,1.1,10.6,2019-08-09T19:00:00Z,51,14,0,0,0,0,1,2,0,1,4,0.0,1,0,0,0,45,True,0,1
Ahmed_El Mohamady_22,0,0,10,0,1.0,22,6,3,0,1.4,13.4,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,112887,1,3,0.0,1,0,0,0,45,False,0,1
Ainsley_Maitland-Niles_4,1,3,38,1,12.3,4,10,0,0,5.1,38.4,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,57131,1,0,0.0,12,0,0,0,50,False,0,1
Albian_Ajeti_514,0,0,0,0,0.0,514,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,3165,5,0,0.0,0,0,0,0,60,True,0,1
Alexander_Tettey_289,0,0,0,0,0.0,289,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,10,0,0,0,0,1,0,10849,1,4,0.0,0,0,0,0,45,False,0,1
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,118372,5,0,0.0,0,0,0,0,45,True,0,1
Alexandre_Lacazette_12,0,0,0,0,0.0,12,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,13,0,0,0,0,1,0,193916,1,0,0.0,0,0,0,0,95,False,0,1
Alexis_Sánchez_240,0,0,0,0,0.0,240,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,68707,0,4,0.0,0,0,0,0,70,True,0,1
Alex_Iwobi_17,0,0,0,0,0.0,17,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,128875,0,0,0.0,0,0,0,0,60,False,0,1
Alex_McCarthy_318,0,0,0,0,0.0,318,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,45934,0,3,0.0,0,0,0,0,45,False,0,1
Alex_Oxlade-Chamberlain_193,0,0,0,0,0.0,193,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,14,0,0,0,0,1,0,28598,1,4,0.0,0,0,0,0,65,True,0,1
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,5564,3,0,0.0,0,0,0,0,60,False,0,1
Alisson_Ramses Becker_189,0,0,7,0,0.0,189,1,0,0,0.6,5.6,2019-08-09T19:00:00Z,38,14,0,0,0,0,1,2,1769075,1,4,0.0,1,0,0,0,60,True,0,1
Allan_Saint-Maximin_500,0,0,2,0,0.0,500,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,23,1,0,0,0,0,1,0,34113,1,0,0.0,1,0,0,0,55,True,0,1
Andreas_Christensen_108,0,0,16,0,1.6,108,9,4,0,2.7,23.2,2019-08-11T15:30:00Z,90,12,0,0,0,0,1,0,52353,0,4,2.0,0,0,0,0,50,False,0,1
Andreas_Pereira_246,1,0,22,1,20.1,246,9,0,0,4.6,22.0,2019-08-11T15:30:00Z,73,6,0,0,0,0,1,0,9129,0,4,4.0,6,0,0,0,50,True,0,1
Andrew_Robertson_181,0,0,15,0,24.7,181,1,1,0,4.4,12.4,2019-08-09T19:00:00Z,90,14,0,0,0,0,1,0,1889240,1,4,7.0,2,0,0,0,70,True,0,1
Andrew_Surman_80,0,0,0,0,0.0,80,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,3616,1,1,0.0,0,0,0,0,50,True,0,1
Andre_Gray_364,0,0,3,0,2.5,364,7,2,0,2.1,1.4,2019-08-10T14:00:00Z,74,4,0,0,0,0,1,0,46334,3,0,17.0,2,0,0,0,60,True,0,1
Andre_Green_32,0,0,0,0,0.0,32,6,0,0,0.0,0.0,2019-08-10T16:30:00Z,0,17,0,0,0,0,1,0,1639,1,3,0.0,0,0,0,0,50,False,0,1
Andriy_Yarmolenko_392,0,0,0,0,0.0,392,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,11742,5,0,0.0,0,0,0,0,60,True,0,1
Andros_Townsend_135,0,0,14,1,11.7,135,4,0,0,2.2,10.0,2019-08-10T14:00:00Z,90,8,0,0,0,0,1,0,212703,0,0,0.0,3,0,0,0,60,True,0,1
André Filipe_Tavares Gomes_422,0,0,6,0,11.3,422,4,0,0,1.9,7.6,2019-08-10T14:00:00Z,45,7,0,0,0,0,1,0,68985,0,0,0.0,1,0,0,0,55,False,0,1
Andy_Carroll_520,0,0,0,0,0.0,520,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,10294,1,0,0.0,0,0,0,0,55,True,0,1
Andy_King_480,0,0,0,0,0.0,480,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,33262,0,0,0.0,0,0,0,0,45,True,0,1
Angelo_Ogbonna_377,0,0,0,0,0.0,377,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,19136,5,0,0.0,0,0,0,0,45,True,0,1
Angel_Gomes_245,0,0,0,0,0.0,245,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,7553,0,4,0.0,0,0,0,0,50,True,0,1
Angus_Gunn_319,0,0,10,0,0.0,319,3,3,0,1.0,9.8,2019-08-10T14:00:00Z,90,5,0,0,0,0,1,1,49447,0,3,0.0,1,0,0,0,45,False,0,1
Anthony_Knockaert_52,0,0,0,0,0.0,52,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,1177,3,0,0.0,0,0,0,0,55,False,0,1
Anthony_Martial_239,0,0,19,1,19.3,239,9,0,1,13.0,39.2,2019-08-11T15:30:00Z,90,6,0,0,0,0,1,0,327361,0,4,71.0,7,0,0,0,75,True,1,1
Antonio_Rüdiger_104,0,0,0,0,0.0,104,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,6039,0,4,0.0,0,0,0,0,60,False,0,1
Anwar_El Ghazi_30,0,0,0,0,5.3,30,6,3,0,1.5,1.4,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,19086,1,3,8.0,2,0,0,0,55,False,0,1
Arnaut_Danjuma Groeneveld_492,0,0,0,0,0.0,492,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,4272,1,1,0.0,0,0,0,0,60,True,0,1
Arthur_Masuaku_378,0,0,0,0,0.0,378,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,23599,5,0,0.0,0,0,0,0,45,True,0,1
Artur_Boruc_73,0,0,0,0,0.0,73,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,25338,1,1,0.0,0,0,0,0,45,True,0,1
Ashley_Barnes_90,0,3,58,1,1.8,90,3,0,2,16.2,71.4,2019-08-10T14:00:00Z,83,16,0,0,0,0,1,0,43298,0,3,89.0,13,0,0,0,65,True,0,1
Ashley_Westwood_101,0,0,7,1,11.5,101,3,0,0,1.8,6.4,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,51159,0,3,0.0,3,0,0,0,55,True,0,1
Ashley_Young_224,0,0,0,0,0.0,224,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,24251,0,4,0.0,0,0,0,0,55,True,0,1
Asmir_Begovic_72,0,0,0,0,0.0,72,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,176267,1,1,0.0,0,0,0,0,45,True,0,1
Axel_Tuanzebe_481,0,0,0,0,0.0,481,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,7610,0,4,0.0,0,0,0,0,45,True,0,1
Aymeric_Laporte_202,0,0,26,1,0.9,202,8,0,0,2.0,19.2,2019-08-10T11:30:00Z,90,19,0,0,0,0,1,0,459735,5,0,0.0,6,0,0,0,65,False,0,1
Ayoze_Pérez_265,0,0,7,1,3.6,265,5,0,0,1.8,2.0,2019-08-11T13:00:00Z,75,20,0,0,0,0,1,0,960786,0,0,12.0,3,0,0,0,65,True,0,1
Bailey_Peacock-Farrell_495,0,0,0,0,0.0,495,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,3785,0,3,0.0,0,0,0,0,45,True,0,1
Bamidele_Alli_344,0,0,0,0,0.0,344,6,0,0,0.0,0.0,2019-08-10T16:30:00Z,0,2,0,0,0,0,1,0,38989,1,3,0.0,0,0,0,0,85,True,0,1
Benjamin_Chilwell_161,0,0,23,1,16.8,161,5,0,0,3.1,5.4,2019-08-11T13:00:00Z,90,20,0,0,0,0,1,0,315266,0,0,9.0,6,0,0,0,55,True,0,1
Benjamin_Mendy_204,0,0,0,0,0.0,204,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,22287,5,0,0.0,0,0,0,0,60,False,0,1
Ben_Davies_329,0,0,0,0,0.0,329,6,0,0,0.0,0.0,2019-08-10T16:30:00Z,0,2,0,0,0,0,1,0,9750,1,3,0.0,0,0,0,0,55,True,0,1
Ben_Foster_366,0,0,9,0,0.0,366,7,3,0,1.0,10.0,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,1,168877,3,0,0.0,1,0,0,0,50,True,0,1
Ben_Gibson_89,0,0,0,0,0.0,89,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,182745,0,3,0.0,0,0,0,0,40,True,0,1
Ben_Godfrey_273,0,0,18,0,0.1,273,1,4,0,3.1,23.8,2019-08-09T19:00:00Z,90,10,0,0,0,0,1,0,13966,1,4,7.0,0,0,0,0,45,False,0,1
Ben_Johnson_384,0,0,0,0,0.0,384,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,67721,5,0,0.0,0,0,0,0,40,True,0,1
Ben_Mee_83,0,0,27,1,0.1,83,3,0,0,2.3,21.2,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,47250,0,3,2.0,6,0,0,0,50,True,0,1
Ben_Osborn_472,0,0,0,0,0.0,472,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,3,0,0,0,0,1,0,2668,1,1,0.0,0,0,0,0,50,False,0,1
Beram_Kayal_56,0,0,0,0,0.0,56,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,6689,3,0,0.0,0,0,0,0,45,False,0,1
Bernardo Mota_Veiga de Carvalho e Silva_218,0,0,0,0,0.0,218,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,1507840,5,0,0.0,0,0,0,0,80,False,0,1
Bernardo_Fernandes da Silva Junior_39,0,0,3,0,0.4,39,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,1,18,0,0,0,0,1,0,9572,3,0,0.0,1,0,0,0,45,False,0,1
Bernard_Anício Caldeira Duarte_152,0,0,4,1,19.5,152,4,0,0,3.6,6.8,2019-08-10T14:00:00Z,90,7,0,0,0,0,1,0,29043,0,0,10.0,2,0,0,0,65,False,1,1
Bernd_Leno_14,0,1,27,1,0.0,14,10,0,0,1.8,18.0,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,2,276322,1,0,0.0,7,0,0,0,50,False,0,1
Billy_Sharp_298,0,3,26,0,0.5,298,2,0,1,6.8,32.4,2019-08-10T14:00:00Z,8,3,0,0,0,0,1,0,46529,1,1,35.0,8,0,0,0,60,False,0,1
Birkir_Bjarnason_33,0,0,0,0,0.0,33,6,0,0,0.0,0.0,2019-08-10T16:30:00Z,0,17,0,0,0,0,1,0,9062,1,3,0.0,0,0,0,0,45,False,0,1
Bjorn_Engels_455,0,0,12,0,0.0,455,6,3,0,2.8,27.8,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,6280,1,3,0.0,1,0,0,0,45,False,0,1
Callum_Hudson-Odoi_116,0,0,0,0,0.0,116,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,10428,0,4,0.0,0,0,0,0,60,False,0,1
Callum_Robinson_453,0,0,2,0,0.9,453,2,1,0,3.5,4.6,2019-08-10T14:00:00Z,90,3,0,0,0,0,1,0,55367,1,1,29.0,2,0,0,0,55,False,0,1
Callum_Slattery_327,0,0,0,0,0.0,327,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,10048,0,3,0.0,0,0,0,0,45,False,0,1
Callum_Wilson_67,1,0,10,0,2.3,67,2,1,0,4.0,2.4,2019-08-10T14:00:00Z,89,15,0,0,0,0,1,0,1093028,1,1,35.0,5,0,0,0,80,True,0,1
Calum_Chambers_467,0,0,26,1,0.2,467,10,0,0,1.3,13.0,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,39038,1,0,0.0,6,0,0,0,45,False,0,1
Carlos_Sánchez_397,0,0,0,0,0.0,397,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,20626,5,0,0.0,0,0,0,0,45,True,0,1
Carl_Jenkinson_9,0,0,0,0,0.0,9,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,13,0,0,0,0,1,0,3502,1,0,0.0,0,0,0,0,45,False,0,1
Cenk_Tosun_146,0,0,0,0,0.0,146,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,11663,0,0,0.0,0,0,0,0,60,False,0,1
Charlie_Austin_312,0,0,0,0,0.0,312,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,11296,0,3,0.0,0,0,0,0,60,False,0,1
Charlie_Daniels_60,0,0,0,0,0.0,60,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,14037,1,1,0.0,0,0,0,0,45,True,0,1
Charlie_Taylor_87,0,0,0,0,0.0,87,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,91379,0,3,0.0,0,0,0,0,45,True,0,1
Cheikhou_Kouyaté_139,0,0,0,0,0.0,139,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,8,0,0,0,0,1,0,10397,0,0,0.0,0,0,0,0,50,True,0,1
Che_Adams_437,0,0,-5,0,1.8,437,3,2,0,1.6,0.0,2019-08-10T14:00:00Z,72,5,0,0,0,0,1,0,75736,0,3,21.0,2,0,0,0,60,False,0,1
Christian_Atsu_267,0,0,0,0,0.0,267,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,7932,1,0,0.0,0,0,0,0,55,True,0,1
Christian_Benteke_129,0,0,9,1,15.0,129,4,0,0,2.7,9.6,2019-08-10T14:00:00Z,82,8,0,0,0,0,1,0,56054,0,0,2.0,2,0,0,0,60,True,0,1
Christian_Eriksen_343,0,0,10,0,40.8,343,6,0,0,7.1,12.6,2019-08-10T16:30:00Z,26,2,0,0,0,0,1,0,370921,1,3,18.0,1,0,0,0,90,True,0,1
Christian_Fuchs_163,0,0,0,0,0.0,163,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,22675,0,0,0.0,0,0,0,0,45,True,0,1
Christian_Kabasele_354,0,0,0,0,0.0,354,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,13634,3,0,0.0,0,0,0,0,45,True,0,1
Christian_Pulisic_431,0,0,4,0,11.8,431,9,3,0,2.6,6.0,2019-08-11T15:30:00Z,32,12,0,0,0,0,1,0,498277,0,4,8.0,1,0,0,0,75,False,0,1
Christoph_Zimmermann_275,0,0,0,0,0.0,275,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,10,0,0,0,0,1,0,1528,1,4,0.0,0,0,0,0,45,False,0,1
Chris_Basham_423,0,0,9,0,1.5,423,2,1,0,1.3,9.6,2019-08-10T14:00:00Z,81,3,0,0,0,0,1,0,8809,1,1,2.0,2,0,0,0,45,False,0,1
Chris_Mepham_61,0,2,24,0,1.2,61,2,1,1,11.7,47.4,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,0,8741,1,1,68.0,10,0,0,0,45,True,0,1
Chris_Smalling_223,0,0,0,0,0.0,223,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,17251,0,4,0.0,0,0,0,0,55,True,0,1
Chris_Wood_91,0,0,-1,1,0.7,91,3,0,0,0.8,0.0,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,99872,0,3,8.0,2,0,0,0,65,True,0,1
Ciaran_Clark_259,0,0,0,0,0.0,259,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,11409,1,0,0.0,0,0,0,0,45,True,0,1
Claudio_Bravo_213,0,0,0,0,0.0,213,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,18987,5,0,0.0,0,0,0,0,50,False,0,1
Connor_Wickham_130,0,0,1,0,0.5,130,4,0,0,0.2,0.0,2019-08-10T14:00:00Z,7,8,0,0,0,0,1,0,280588,0,0,2.0,1,0,0,0,45,True,0,1
Conor_Coady_403,0,0,20,1,0.0,403,5,0,0,1.0,10.0,2019-08-11T13:00:00Z,90,9,0,0,0,0,1,0,91016,0,0,0.0,6,0,0,0,50,False,0,1
Conor_Hourihane_28,0,0,12,0,10.8,28,6,1,0,2.7,16.4,2019-08-10T16:30:00Z,81,17,0,0,0,0,1,0,15856,1,3,0.0,2,0,0,0,60,False,0,1
Craig_Cathcart_358,0,0,10,0,0.3,358,7,3,0,1.1,10.4,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,0,261010,3,0,0.0,1,0,0,0,45,True,0,1
Craig_Dawson_439,0,0,13,0,0.4,439,7,3,0,5.9,21.2,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,0,16860,3,0,37.0,1,0,0,0,50,True,0,1
Cédric_Soares_486,0,0,0,0,0.0,486,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,18025,0,3,0.0,0,0,0,0,50,False,0,1
César_Azpilicueta_105,0,0,9,0,16.7,105,9,4,0,4.3,24.2,2019-08-11T15:30:00Z,90,12,0,0,0,0,1,0,471790,0,4,2.0,0,0,0,0,60,False,0,1
Dale_Stephens_57,0,0,11,1,11.3,57,7,0,0,2.6,15.0,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,170109,3,0,0.0,3,0,0,0,45,False,0,1
Daniel_Amartey_178,0,0,0,0,0.0,178,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,18668,0,0,0.0,0,0,0,0,45,True,0,1
Daniel_Ceballos Fernández_469,0,0,3,0,2.9,469,10,0,0,0.6,3.0,2019-08-11T13:00:00Z,26,13,0,0,0,0,1,0,208921,1,0,0.0,1,0,0,0,55,False,0,1
Daniel_Drinkwater_120,0,0,0,0,0.0,120,3,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,136850,0,3,0.0,0,0,0,0,45,True,0,1
Daniel_James_243,0,0,21,0,0.5,243,9,0,1,5.1,33.0,2019-08-11T15:30:00Z,16,6,0,0,0,0,1,0,128489,0,4,17.0,6,0,0,0,60,True,0,1
Danilo Luiz_da Silva_209,0,0,0,0,0.0,209,8,0,0,0.0,0.0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,7745,5,0,0.0,0,0,0,0,50,False,0,1
Danny_Ings_313,0,0,8,0,11.0,313,3,1,0,1.6,4.8,2019-08-10T14:00:00Z,65,5,0,0,0,0,1,0,130990,0,3,0.0,2,0,0,0,60,False,0,1
Danny_Rose_332,0,0,13,0,53.0,332,6,1,0,7.0,15.2,2019-08-10T16:30:00Z,90,2,0,0,0,0,1,0,135628,1,3,2.0,2,0,0,0,55,True,0,1
Danny_Ward_170,0,0,0,0,0.0,170,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,12460,0,0,0.0,0,0,0,0,45,True,0,1
Danny_Welbeck_512,0,0,0,0,0.0,512,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,8949,3,0,0.0,0,0,0,0,60,True,0,1
Dan_Burn_475,0,0,23,1,1.3,475,7,0,0,1.5,12.8,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,3535,3,0,1.0,6,0,0,0,45,False,0,1
Dan_Gosling_81,0,0,0,0,0.0,81,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,1322,1,1,0.0,0,0,0,0,50,True,0,1
Daryl_Janmaat_359,0,0,0,0,0.0,359,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,35136,3,0,0.0,0,0,0,0,45,True,0,1
Davide_Zappacosta_109,0,0,0,0,0.0,109,9,0,0,0.0,0.0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,27445,0,4,0.0,0,0,0,0,45,False,0,1
David_Brooks_76,0,0,0,0,0.0,76,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,23881,1,1,0.0,0,0,0,0,65,True,0,1
David_Button_48,0,0,0,0,0.0,48,7,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,1503984,3,0,0.0,0,0,0,0,40,False,0,1
David_de Gea_235,0,2,34,1,0.0,235,9,0,0,4.3,43.2,2019-08-11T15:30:00Z,90,6,0,0,0,0,1,7,610697,0,4,0.0,10,0,0,0,55,True,0,1
David_Luiz Moreira Marinho_106,0,0,0,0,0.0,106,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,13,0,0,0,0,1,0,514779,1,0,0.0,0,0,0,0,60,False,0,1
David_McGoldrick_303,0,0,0,0,5.3,303,2,1,0,1.5,2.0,2019-08-10T14:00:00Z,62,3,0,0,0,0,1,0,12742,1,1,8.0,2,0,0,0,55,False,0,1
David_Silva_219,0,0,11,1,32.3,219,8,0,0,5.7,7.2,2019-08-10T11:30:00Z,79,19,0,0,0,0,1,0,257201,5,0,17.0,3,0,0,0,75,False,0,1
Davinson_Sánchez_333,0,0,14,0,11.8,333,6,1,0,4.8,15.2,2019-08-10T16:30:00Z,90,2,0,0,0,0,1,0,63856,1,3,21.0,2,0,0,0,55,True,0,1
Davy_Pröpper_54,1,0,26,1,16.3,54,7,0,0,4.8,30.8,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,5703,3,0,1.0,6,0,0,0,50,False,0,1
DeAndre_Yedlin_253,0,0,0,0,0.0,253,10,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,3395,1,0,0.0,0,0,0,0,45,True,0,1
Dean_Henderson_471,0,0,12,0,0.0,471,2,1,0,1.4,13.6,2019-08-10T14:00:00Z,90,3,0,0,0,0,1,2,80682,1,1,0.0,2,0,0,0,45,False,0,1
Declan_Rice_395,0,0,15,0,1.8,395,8,5,0,1.8,16.0,2019-08-10T11:30:00Z,90,11,0,0,0,0,1,0,157759,5,0,0.0,2,0,0,0,50,True,0,1
Dejan_Lovren_186,0,0,0,0,0.0,186,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,14,0,0,0,0,1,0,18316,1,4,0.0,0,0,0,0,55,True,0,1
Demarai_Gray_175,0,0,0,0,0.0,175,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,35855,0,0,0.0,0,0,0,0,55,True,0,1
Dennis_Praet_517,0,0,0,0,0.0,517,5,0,0,0.0,0.0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,4750,0,0,0.0,0,0,0,0,55,True,0,1
Dennis_Srbeny_279,0,0,0,0,0.0,279,1,0,0,0.0,0.0,2019-08-09T19:00:00Z,0,10,0,0,0,0,1,0,4400,1,4,0.0,0,0,0,0,55,False,0,1
Diego_Rico_65,0,0,13,0,16.6,65,2,1,0,4.1,21.0,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,0,281145,1,1,3.0,2,0,0,0,40,True,0,1
Diogo_Jota_410,0,0,4,1,12.3,410,5,0,0,3.9,1.6,2019-08-11T13:00:00Z,75,9,0,0,0,0,1,0,760902,0,0,25.0,2,0,0,0,65,False,0,1
Divock_Origi_188,1,3,46,0,26.4,188,1,1,1,9.3,45.4,2019-08-09T19:00:00Z,73,14,0,0,0,0,1,0,165505,1,4,21.0,12,0,0,0,55,True,0,1
Djibril_Sidibé_511,0,0,0,0,0.0,511,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,15480,0,0,0.0,0,0,0,0,55,False,0,1
