assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,143,0,0,0,0.0,8138,0.0,0,2018-12-05T19:45:00Z,05 Dec 19:45,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,3,1,0.0,0,0,0,0,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,152,0,0,0,0.0,8696,0.0,0,2018-12-08T12:30:00Z,08 Dec 12:30,0,0,0,0,0,2,0,0,0,0,0,0,16,0,16,0,0,0,4,0,0.0,0,13,19,6,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,165,0,0,0,0.0,9255,0.0,0,2018-12-16T16:00:00Z,16 Dec 16:00,0,0,0,0,0,14,0,0,0,0,0,0,17,0,27,0,0,0,1,3,0.0,0,3,13,10,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,180,0,0,0,0.0,9817,0.0,0,2018-12-21T20:00:00Z,21 Dec 20:00,0,0,0,0,0,20,0,0,0,0,0,0,18,0,42,0,0,0,2,0,0.0,0,9,18,9,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,186,0,0,0,0.0,10382,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,15,0,0,0,0,0,0,19,0,51,0,0,0,0,4,0.0,0,3,20,17,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,196,0,0,0,0.0,10950,0.0,0,2018-12-29T17:30:00Z,29 Dec 17:30,0,0,0,0,0,1,0,0,0,0,0,0,20,0,55,0,0,0,1,5,0.0,0,1,15,14,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,207,0,0,0,0.0,11518,0.0,0,2019-01-03T20:00:00Z,03 Jan 20:00,0,0,0,0,0,13,0,0,0,0,0,0,21,0,69,0,0,0,1,2,0.0,0,5,18,13,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,211,0,0,0,0.0,12088,0.0,0,2019-01-12T15:00:00Z,12 Jan 15:00,0,0,0,0,0,3,0,0,0,0,0,0,22,0,81,0,0,0,1,0,0.0,0,3,32,29,50,False,0,0
0,0,0,0,0,3,0,0,0,0.0,0,0,557,0,0,225,0,1,0,0.2,12662,2.0,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,1,0,0,7,0,0,0,0,0,0,23,0,98,0,0,0,3,4,0.0,1,11,32,21,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,237,0,0,0,0.0,13241,0.0,0,2019-01-30T20:00:00Z,30 Jan 20:00,0,0,0,0,0,11,0,0,0,0,0,0,24,0,110,0,0,0,1,1,0.0,0,6,27,21,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,250,0,0,0,0.0,13881,0.0,0,2019-02-04T20:00:00Z,04 Feb 20:00,0,0,0,0,0,19,0,0,0,0,0,0,25,0,114,0,0,0,1,1,0.0,0,0,12,12,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,255,0,0,0,0.0,14478,0.0,0,2019-02-09T15:00:00Z,09 Feb 15:00,0,0,0,0,0,2,0,0,0,0,0,0,26,0,116,0,0,0,0,3,0.0,0,-5,15,20,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,268,0,0,0,0.0,14966,0.0,0,2019-02-24T14:05:00Z,24 Feb 14:05,0,0,0,0,0,14,0,0,0,0,0,0,27,0,124,0,0,0,0,0,0.0,0,-1,17,18,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,557,0,0,277,0,0,0,0.0,15562,0.0,0,2019-02-27T20:00:00Z,27 Feb 20:00,0,0,0,0,0,18,0,0,0,0,0,0,28,0,124,0,0,0,0,5,0.0,0,1,9,8,50,True,0,0
