assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,6,0,15.1,474,0.22,0.22,0.00,0.25,5,1,0,2.3,6.0,2024-08-17T14:00:00Z,45,15,0,0,0,0,1,0,13339,1,0,1,2.0,1,0,0,0,45,False,0
0,0,13,0,6.1,474,0.07,0.09,0.02,2.14,18,1,0,2.5,17.8,2024-08-24T14:00:00Z,71,16,0,0,0,0,2,0,14982,1,1,0,1.0,2,-318,851,1169,45,True,0
0,0,21,0,31.8,474,0.33,0.51,0.18,2.78,22,3,1,11.7,58.6,2024-08-31T14:00:00Z,90,4,0,0,0,0,3,0,14874,1,1,3,27.0,7,-919,598,1517,45,False,0
