name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Rodrigo Hernandez,MID,West Ham,0.0,0,0,0,0,0.0,286,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,9363,1,5,0.0,0,0,0,0,50,True,0,1
Mbwana Samatta,FWD,Wolves,0.4,0,0,0,0,0.0,49,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,169789,2,3,0.0,0,0,0,0,45,False,0,1
Bamidele Alli,MID,Sheffield Utd,0.0,0,0,0,0,0.0,394,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,4092,2,3,0.0,0,0,0,0,45,True,0,1
Yoshinori Muto,FWD,Everton,2.3,0,0,20,0,30.5,341,4,3,0,5.2,21.6,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,299682,1,3,0.0,2,0,0,0,65,False,0,1
João Pedro Cavaco Cancelo,DEF,West Ham,4.4,0,3,61,0,35.9,277,6,1,3,20.1,106.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,3381004,1,5,59.0,20,0,0,0,120,True,0,1
Danny Ward,GK,Chelsea,2.8,0,0,0,0,0.0,223,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,17548,3,0,0.0,0,0,0,0,45,False,0,1
Theo Walcott,MID,Leeds,0.5,0,0,22,0,26.0,148,3,3,0,5.5,24.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,16857,0,3,4.0,2,0,0,0,45,False,0,1
Tanguy Ndombele,MID,Sheffield Utd,0.5,0,0,0,0,0.0,405,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,6634,2,3,0.0,0,0,0,0,45,True,0,1
Jesse Lingard,MID,Arsenal,0.0,0,0,0,0,0.0,301,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,1515,4,2,0.0,0,0,0,0,45,True,0,1
Jordan Pickford,GK,Leeds,0.9,0,0,8,0,5.4,157,3,3,0,0.8,2.8,2021-08-14T14:00:00Z,76,6,0,0,0,0,1,0,2741,0,3,0.0,2,0,0,0,50,False,0,1
Ben White,DEF,Arsenal,2.4,0,3,28,0,0.4,74,2,0,1,5.6,38.2,2021-08-14T14:00:00Z,14,5,0,0,0,0,1,0,3931,2,1,17.0,9,0,0,0,55,False,0,1
Adam Webster,DEF,Arsenal,0.0,0,0,0,0,0.0,66,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,203,2,1,0.0,0,0,0,0,55,False,0,1
Robert Snodgrass,MID,Leicester,0.4,0,0,0,0,0.0,428,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,8049,0,1,0.0,0,0,0,0,50,False,0,1
Jayden Bogle,DEF,West Ham,2.2,0,0,0,0,0.0,510,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,4750,1,5,0.0,0,0,0,0,45,True,0,1
Lucas Digne,DEF,Leeds,1.4,0,0,3,0,1.4,155,3,2,0,0.6,1.0,2021-08-14T14:00:00Z,56,6,0,0,0,0,1,0,4667,0,3,4.0,1,0,0,0,55,False,0,1
Diogo Jota,MID,Sheffield Utd,0.0,0,0,0,0,0.0,468,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,21981,2,3,0.0,0,0,0,0,55,True,0,1
Neeskens Kebano,MID,Spurs,2.4,1,3,41,0,29.3,180,4,1,1,13.0,63.8,2021-08-14T14:00:00Z,88,16,0,0,0,0,1,0,640325,1,3,37.0,11,0,0,0,75,True,1,1
Jacob Ramsey,MID,West Ham,2.0,0,0,0,0,0.0,554,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,0,4,2,0.0,0,0,0,0,40,False,0,1
Jonjo Shelvey,MID,Brighton,0.0,0,0,0,0,0.0,321,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,2098,3,0,0.0,0,0,0,0,45,True,0,1
Che Adams,FWD,Sheffield Utd,1.2,0,0,0,0,0.0,377,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,47198,2,3,0.0,0,0,0,0,45,True,0,1
Harry Wilson,MID,Sheffield Utd,4.5,0,0,10,0,0.0,257,10,1,0,0.7,6.6,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,1,683423,0,1,0.0,2,0,0,0,60,False,0,1
Aleksandar Mitrović,FWD,Newcastle,1.2,0,0,10,0,10.5,184,6,5,0,3.8,25.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,21528,1,5,2.0,-1,0,0,0,45,False,1,1
Ezri Konsa Ngoyo,DEF,Wolves,1.7,0,0,0,0,0.0,46,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,1794,2,3,0.0,0,0,0,0,45,False,0,1
Kortney Hause,DEF,Wolves,2.7,0,0,4,0,14.8,39,8,2,0,1.8,3.0,2021-08-14T14:00:00Z,45,18,0,0,0,0,1,0,675492,2,3,0.0,0,0,0,0,50,False,0,1
Aaron Cresswell,DEF,Leicester,1.6,0,0,10,0,13.4,435,5,1,0,12.1,20.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,71206,0,1,87.0,2,0,0,0,60,False,0,1
Reece James,DEF,Liverpool,2.6,0,0,14,1,21.4,123,3,0,0,4.3,19.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,328061,0,3,2.0,3,0,0,0,60,True,0,1
Luke Thomas,DEF,Chelsea,3.5,0,0,21,1,1.9,240,7,0,1,7.6,37.8,2021-08-14T16:30:00Z,60,15,0,0,0,0,1,0,777536,3,0,36.0,8,0,0,0,75,False,0,1
Virgil van Dijk,DEF,Sheffield Utd,3.0,0,0,8,0,7.8,250,10,1,0,5.2,12.4,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,577874,0,1,32.0,2,0,0,0,75,False,0,1
Riyad Mahrez,MID,West Ham,3.1,0,0,5,0,28.7,275,6,1,0,4.1,6.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,3743944,1,5,6.0,1,0,0,0,55,True,1,1
Nampalys Mendy,MID,Everton,1.3,0,0,0,0,0.0,518,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,50205,1,3,0.0,0,0,0,0,50,False,0,1
Harry Kane,FWD,Sheffield Utd,0.5,0,0,0,0,0.0,388,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,305769,2,3,0.0,0,0,0,0,45,True,0,1
Liam Delap,FWD,Liverpool,2.2,0,0,3,0,0.1,539,3,0,0,0.2,0.0,2021-08-14T14:00:00Z,4,7,0,0,0,0,1,0,0,0,3,2.0,1,0,0,0,45,True,0,1
Paulo Gazzaniga,GK,Sheffield Utd,0.8,0,0,0,0,0.0,393,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,38535,2,3,0.0,0,0,0,0,50,True,0,1
Kyle Edwards,MID,West Ham,2.4,0,0,22,0,25.3,421,9,2,0,5.9,27.8,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,299441,4,2,6.0,2,0,0,0,50,False,0,1
Conor Coady,DEF,West Ham,1.9,0,0,0,0,0.0,459,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,3734,1,5,0.0,0,0,0,0,50,True,0,1
Zeze Steven Sessegnon,DEF,Newcastle,1.4,0,0,1,0,0.4,192,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,21,13,0,0,0,0,1,0,14333,1,5,1.0,1,0,0,0,55,False,0,1
Sergio Reguilón,DEF,Leeds,0.5,0,0,0,0,0.0,542,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,0,0,3,0.0,0,0,0,0,45,False,0,1
Callum Wilson,FWD,Chelsea,2.9,0,0,3,0,0.8,506,7,0,0,0.3,0.4,2021-08-14T16:30:00Z,7,15,0,0,0,0,1,0,6475,3,0,2.0,1,0,0,0,55,False,0,1
Jack Grealish,MID,Wolves,0.0,0,0,0,0,0.0,37,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,612,2,3,0.0,0,0,0,0,55,False,0,1
Douglas Luiz Soares de Paulo,MID,Wolves,2.7,0,0,13,0,22.7,52,8,3,0,3.7,8.4,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,63216,2,3,6.0,1,0,0,0,50,False,0,1
Leif Davis,DEF,West Brom,1.5,0,0,0,0,0.0,214,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,8491,0,1,0.0,0,0,0,0,45,True,0,1
Ciaran Clark,DEF,Brighton,0.7,0,0,0,0,0.0,324,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,7768,3,0,0.0,0,0,0,0,45,True,0,1
Connor Wickham,FWD,Liverpool,2.6,0,0,0,0,0.0,136,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,45383,0,3,0.0,0,0,0,0,65,True,0,1
David Button,GK,Arsenal,1.5,0,0,22,0,0.2,56,2,1,0,9.2,34.8,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,226602,2,1,57.0,2,0,0,0,40,False,0,1
Donny van de Beek,MID,Sheffield Utd,1.4,0,0,3,1,0.8,495,8,0,0,1.1,8.2,2021-08-14T14:00:00Z,68,2,0,0,0,0,1,0,2737,2,3,2.0,2,0,0,0,55,True,1,1
Kevin McDonald,MID,Spurs,1.4,0,0,0,0,0.0,172,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,10273,1,3,0.0,0,0,0,0,50,True,0,1
Jeffrey Schlupp,MID,Liverpool,3.1,0,0,4,0,2.1,142,3,0,0,0.6,2.2,2021-08-14T14:00:00Z,23,7,0,0,0,0,1,0,465500,0,3,2.0,1,0,0,0,55,True,0,1
Rúnar Alex Rúnarsson,GK,Leicester,0.5,0,0,0,0,0.0,547,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,45,False,0,1
Cole Palmer,MID,Newcastle,0.5,0,0,0,0,0.0,552,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,0,1,5,0.0,0,0,0,0,45,False,0,1
James Tomkins,DEF,Liverpool,3.1,0,0,0,0,0.0,129,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,19536,0,3,0.0,0,0,0,0,50,True,0,1
Bjorn Engels,DEF,Wolves,2.2,0,0,0,0,0.0,36,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,8179,2,3,0.0,0,0,0,0,45,False,0,1
John McGinn,MID,Wolves,2.7,0,0,12,0,0.8,38,8,3,0,1.6,15.6,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,572675,2,3,0.0,0,0,0,0,50,False,1,1
Calum Chambers,DEF,Southampton,2.9,0,0,0,0,0.0,13,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,6271,0,2,0.0,0,0,0,0,55,False,0,1
Raheem Sterling,MID,West Ham,0.7,0,0,0,0,0.0,276,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,150273,1,5,0.0,0,0,0,0,70,True,0,1
Nathan Ferguson,DEF,Brighton,0.0,0,0,14,0,2.1,145,7,3,0,1.4,11.6,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,592329,3,0,0.0,2,0,0,0,45,True,0,1
Jacob Murphy,MID,Wolves,1.9,0,0,0,0,0.0,497,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,1298,2,3,0.0,0,0,0,0,50,False,0,1
John Ruddy,GK,Sheffield Utd,1.9,0,0,10,0,28.7,453,10,1,0,4.8,11.2,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,22889,0,1,8.0,2,0,0,0,50,False,0,1
Neil Taylor,DEF,Wolves,0.0,0,0,0,0,0.0,31,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,95,2,3,0.0,0,0,0,0,45,False,0,1
Steven Alzate,MID,Crystal Palace,0.9,0,0,0,0,0.0,79,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,7791,0,2,0.0,0,0,0,0,55,True,0,1
Ainsley Maitland-Niles,DEF,Southampton,0.0,0,0,0,0,0.0,15,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,5080,0,2,0.0,0,0,0,0,50,False,0,1
Elia Caprile,GK,Southampton,2.0,0,0,0,0,0.0,532,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,0,0,2,0.0,0,0,0,0,40,False,0,1
Moussa Djenepo,MID,Sheffield Utd,1.2,0,0,0,0,0.0,382,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,15648,2,3,0.0,0,0,0,0,45,True,0,1
Darren Randolph,GK,Leicester,1.9,0,0,2,0,36.9,430,5,1,0,5.9,4.0,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,240264,0,1,18.0,2,0,0,0,75,False,0,1
Scott McTominay,MID,Arsenal,0.0,0,0,3,0,0.4,309,9,0,0,0.5,4.4,2021-08-15T13:00:00Z,6,19,0,0,0,0,1,0,22857,4,2,0.0,1,0,0,0,45,True,0,1
Willy Boly,DEF,West Brom,1.9,0,0,4,0,0.9,458,5,0,0,0.4,3.4,2021-08-14T14:00:00Z,28,20,0,0,0,0,1,0,7397,0,1,0.0,1,0,0,0,50,True,0,1
Granit Xhaka,MID,Southampton,3.2,0,0,0,0,0.0,9,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,72864,0,2,0.0,0,0,0,0,50,False,0,1
Pablo Fornals,MID,Sheffield Utd,0.8,1,3,44,1,33.4,450,8,0,1,18.3,62.2,2021-08-14T14:00:00Z,65,2,0,0,0,0,1,0,25528,2,3,87.0,12,0,0,0,50,True,0,1
Nicolas Pépé,MID,Southampton,2.0,0,0,0,0,0.0,18,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,29602,0,2,0.0,0,0,0,0,45,False,0,1
Jack Harrison,MID,West Brom,1.5,0,0,0,0,0.0,203,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,31304,0,1,0.0,0,0,0,0,45,True,0,1
Harry Maguire,DEF,Arsenal,0.9,0,0,2,0,1.3,298,9,0,0,0.5,0.0,2021-08-15T13:00:00Z,20,19,0,0,0,0,1,0,9176,4,2,5.0,1,0,0,0,55,True,0,1
Kevin De Bruyne,MID,West Ham,3.1,4,2,46,0,60.0,272,6,1,0,15.0,74.8,2021-08-14T11:30:00Z,74,10,0,0,0,0,1,0,214089,1,5,15.0,16,0,0,0,75,True,0,1
Jed Steer,GK,Wolves,2.6,1,0,16,0,1.6,32,8,0,0,3.3,5.8,2021-08-14T14:00:00Z,18,18,0,0,0,0,1,0,141304,2,3,26.0,4,0,0,0,60,False,0,1
Florin Andone,FWD,Arsenal,2.8,0,0,4,0,1.9,64,2,1,0,1.2,2.2,2021-08-14T14:00:00Z,75,5,0,0,0,0,1,0,88156,2,1,8.0,2,0,0,0,65,False,0,1
Tariq Lamptey,DEF,Crystal Palace,0.4,0,0,25,1,1.8,77,1,0,1,8.0,38.4,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,13090,0,2,40.0,8,0,0,0,50,True,0,1
Adrien Silva,MID,West Brom,0.0,0,0,0,0,0.0,220,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,60900,0,1,0.0,0,0,0,0,45,True,0,1
Ilkay Gündogan,MID,West Ham,1.5,0,0,4,0,1.7,271,6,0,0,0.8,6.6,2021-08-14T11:30:00Z,21,10,0,0,0,0,1,0,14969,1,5,0.0,1,0,0,0,45,True,0,1
Sam Johnstone,GK,West Ham,2.0,0,0,0,0,0.0,417,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,5351,4,2,0.0,0,0,0,0,45,False,0,1
João Virgínia,GK,Spurs,0.0,0,0,0,0,0.0,167,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,471,1,3,0.0,0,0,0,0,55,True,0,1
Juan Mata,MID,West Ham,1.5,0,0,0,0,0.0,290,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,135410,1,5,0.0,0,0,0,0,40,True,0,1
Brandon Williams,DEF,Brighton,0.4,0,0,0,0,0.0,318,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,3511,3,0,0.0,0,0,0,0,50,True,0,1
Steven Bergwijn,MID,Sheffield Utd,1.2,0,0,0,0,0.0,400,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,4345,2,3,0.0,0,0,0,0,45,True,0,1
Demarai Gray,MID,Chelsea,4.9,0,0,11,1,44.0,230,7,0,0,11.2,16.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,306339,3,0,52.0,3,0,0,0,120,False,0,1
Joseph Willock,MID,Southampton,0.0,0,0,0,0,0.0,20,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,8562,0,2,0.0,0,0,0,0,55,False,0,1
Bernardo Fernandes da Silva Junior,DEF,Arsenal,1.5,1,0,13,0,10.8,75,2,0,0,5.1,21.2,2021-08-14T14:00:00Z,18,5,0,0,0,0,1,0,8712,2,1,19.0,4,0,0,0,45,False,0,1
Alex Oxlade-Chamberlain,MID,Chelsea,2.0,0,0,0,0,0.0,248,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,29413,3,0,0.0,0,0,0,0,40,False,0,1
Matt Macey,GK,Liverpool,2.7,0,2,37,1,7.0,527,3,0,1,6.3,45.4,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,8103,0,3,11.0,14,0,0,0,50,True,0,1
Vitor Ferreira,MID,Brighton,0.0,0,0,0,0,0.0,515,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,21526,3,0,0.0,0,0,0,0,40,True,0,1
Jonathan Castro Otto,DEF,Arsenal,2.6,0,0,5,0,12.1,462,2,1,0,1.8,2.2,2021-08-14T14:00:00Z,45,5,0,0,0,0,1,0,9904,2,1,4.0,1,0,0,0,60,False,0,1
Javier Manquillo,DEF,Everton,2.1,0,0,8,0,1.8,332,4,2,0,0.9,1.6,2021-08-14T14:00:00Z,79,8,0,0,0,0,1,0,16692,1,3,6.0,2,0,0,0,60,False,0,1
Dean Henderson,GK,Arsenal,0.7,0,0,0,0,0.0,305,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,17533,4,2,0.0,0,0,0,0,45,True,0,1
Marek Rodák,GK,Newcastle,1.4,0,0,7,0,5.2,186,6,5,0,2.1,5.8,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,31003,1,5,10.0,2,0,0,0,55,False,0,1
Chris Basham,DEF,Everton,2.2,1,0,16,0,18.3,345,4,3,0,5.5,26.4,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,122487,1,3,10.0,5,0,0,0,70,False,0,1
Kyle Bartley,DEF,West Ham,2.9,0,0,3,0,1.0,412,9,0,0,0.1,0.0,2021-08-15T13:00:00Z,1,14,0,0,0,0,1,0,18464,4,2,0.0,1,0,0,0,55,False,0,1
Andy Carroll,FWD,Brighton,0.4,0,0,0,0,0.0,320,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,4889,3,0,0.0,0,0,0,0,50,True,0,1
Martin Kelly,DEF,Liverpool,3.4,0,0,0,0,0.0,135,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,896206,0,3,0.0,0,0,0,0,60,True,0,1
Jack Wilshere,MID,Leicester,0.9,0,0,4,0,0.6,434,5,0,0,1.2,11.6,2021-08-14T14:00:00Z,24,9,0,0,0,0,1,0,14765,0,1,0.0,1,0,0,0,50,False,0,1
Hamza Choudhury,MID,Chelsea,0.0,0,0,0,0,0.0,234,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,106719,3,0,0.0,0,0,0,0,70,False,0,1
Bernardo Mota Veiga de Carvalho e Silva,MID,West Ham,0.0,0,0,0,0,0.0,281,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,21167,1,5,0.0,0,0,0,0,95,True,0,1
Max Kilman,DEF,Leicester,1.2,0,0,0,0,0.0,470,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,44020,0,1,0.0,0,0,0,0,45,False,0,1
Anthony Driscoll-Glennon,DEF,Arsenal,1.5,0,0,0,0,0.0,536,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,40,False,0,1
Odion Ighalo,FWD,Arsenal,0.7,0,0,12,0,11.6,293,9,4,0,5.6,16.6,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,9309,4,2,28.0,0,0,0,0,45,True,0,1
Dale Stephens,MID,Arsenal,2.6,1,1,24,0,35.3,55,2,1,0,7.6,26.4,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,34936,2,1,14.0,6,0,0,0,60,False,0,1
Ryan Inniss,DEF,Fulham,0.5,0,0,0,0,0.0,534,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,40,True,0,1
Ørjan Nyland,GK,Wolves,2.6,0,0,28,0,2.1,35,8,3,1,5.6,40.4,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,60533,2,3,13.0,7,0,0,0,60,False,0,1
Edward Nketiah,FWD,Southampton,3.3,0,0,4,0,12.3,22,1,1,0,3.1,6.6,2021-08-13T19:00:00Z,31,3,0,0,0,0,1,0,1014984,0,2,12.0,1,0,0,0,65,False,0,1
Wilfred Ndidi,MID,Chelsea,2.9,0,0,0,0,0.0,236,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,9552,3,0,0.0,0,0,0,0,55,False,0,1
Xherdan Shaqiri,MID,Chelsea,2.7,0,0,0,0,0.0,247,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,4581,3,0,0.0,0,0,0,0,45,False,0,1
Michael Keane,DEF,Leeds,1.3,0,0,0,0,0.0,156,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,30766,0,3,0.0,0,0,0,0,45,False,0,1
Divock Origi,FWD,Sheffield Utd,3.4,0,0,21,0,38.5,256,10,1,0,7.2,21.2,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,484049,0,1,12.0,2,0,0,0,60,False,0,1
Tyrone Mings,DEF,Wolves,1.5,0,0,13,0,6.5,41,8,3,0,1.3,6.4,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,7728,2,3,0.0,2,0,0,0,45,False,0,1
Cédric Soares,DEF,Southampton,2.7,0,0,0,0,0.0,5,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,17385,0,2,0.0,0,0,0,0,45,False,0,1
Çaglar Söyüncü,DEF,Chelsea,3.2,0,0,0,0,0.0,238,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,52503,3,0,0.0,0,0,0,0,50,False,0,1
Michy Batshuayi,FWD,Fulham,1.4,0,0,5,0,2.6,108,2,2,0,1.2,7.2,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,4960,2,1,2.0,1,0,0,0,55,True,1,1
Shane Long,FWD,Aston Villa,1.2,0,1,22,1,0.1,361,10,0,0,1.7,17.0,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,96915,0,1,0.0,7,0,0,0,45,True,0,1
Billy Sharp,FWD,Everton,1.7,0,0,0,0,0.0,343,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,82735,1,3,0.0,0,0,0,0,45,False,0,1
Matthew Clarke,DEF,Arsenal,1.9,0,0,12,0,24.1,73,2,1,0,3.7,10.4,2021-08-14T14:00:00Z,71,5,0,0,0,0,1,0,3347,2,1,2.0,2,0,0,0,50,False,0,1
Moussa Sissoko,MID,Sheffield Utd,0.0,0,0,0,0,0.0,385,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,1795,2,3,0.0,0,0,0,0,50,True,0,1
Benjamin Chilwell,DEF,Chelsea,2.9,0,0,4,0,4.6,232,7,0,0,0.6,1.6,2021-08-14T16:30:00Z,29,15,0,0,0,0,1,0,57480,3,0,0.0,1,0,0,0,55,False,0,1
Yves Bissouma,MID,Crystal Palace,0.7,0,0,22,1,0.0,76,1,0,0,1.1,10.8,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,28324,0,2,0.0,6,0,0,0,45,True,0,1
Rekeem Harper,MID,Leicester,0.9,0,0,16,0,14.9,426,5,1,0,2.3,7.2,2021-08-14T14:00:00Z,65,9,0,0,0,0,1,0,30970,0,1,1.0,2,0,0,0,50,False,0,1
Matheus Pereira,MID,Spurs,1.0,0,0,0,0,0.0,481,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,153135,1,3,0.0,0,0,0,0,40,True,0,1
Trent Alexander-Arnold,DEF,Sheffield Utd,3.1,0,0,0,0,0.0,259,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,100948,0,1,0.0,0,0,0,0,55,False,0,1
Rúben Diogo da Silva Neves,MID,Southampton,2.7,0,0,0,0,0.7,466,1,0,0,0.1,0.0,2021-08-13T19:00:00Z,9,3,0,0,0,0,1,0,21150,0,2,1.0,1,0,0,0,45,False,0,1
Adrián San Miguel del Castillo,GK,Chelsea,2.0,0,0,21,1,2.9,245,7,0,0,4.9,9.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,1540416,3,0,37.0,6,0,0,0,40,False,0,1
Andreas Pereira,MID,Arsenal,0.4,0,0,23,0,20.3,304,9,4,1,9.4,43.4,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,7373,4,2,30.0,7,0,0,0,50,True,0,1
Luka Milivojevic,MID,Liverpool,3.0,1,0,19,1,18.5,138,3,0,0,6.2,14.2,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,1404414,0,3,29.0,6,0,0,0,75,True,0,1
Nathan Tella,MID,Crystal Palace,1.1,0,0,0,0,0.0,524,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,4209,0,2,0.0,0,0,0,0,60,True,0,1
