name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Fraser Forster,GK,Leicester,0.8,0,0,0,0,0.0,523,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,17822,0,1,0.0,0,0,0,0,50,False,0,1
Indiana Vassilev,FWD,Wolves,1.5,0,0,2,0,12.1,51,8,1,0,1.8,0.6,2021-08-14T14:00:00Z,45,18,0,0,0,0,1,0,22121,2,3,5.0,1,0,0,0,45,False,0,1
Takumi Minamino,MID,Sheffield Utd,2.7,0,0,15,0,0.3,258,10,1,0,2.8,23.8,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,22462,0,1,4.0,2,0,0,0,50,False,0,1
Allan Marques Loureiro,MID,Spurs,1.7,0,0,0,0,0.0,502,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,4273,1,3,0.0,0,0,0,0,45,True,0,1
Tyler Roberts,MID,West Brom,1.9,0,0,0,0,0.0,206,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,4344,0,1,0.0,0,0,0,0,50,True,0,1
Lucas Torreira,MID,Arsenal,1.1,0,0,0,0,0.0,19,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,95790,4,2,0.0,0,0,0,0,60,True,0,1
Jake Livermore,MID,West Ham,1.6,0,0,18,0,0.9,409,9,2,0,1.3,12.0,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,9668,4,2,0.0,1,0,0,0,50,False,0,1
Joe Bryan,DEF,Newcastle,0.0,0,0,0,0,0.0,182,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,392,1,5,0.0,0,0,0,0,55,False,0,1
Thiago Alcántara do Nascimento,MID,Southampton,2.4,0,0,4,0,11.6,531,1,1,0,3.6,4.0,2021-08-13T19:00:00Z,19,3,0,0,0,0,1,0,0,0,2,20.0,1,0,0,0,50,False,0,1
Sead Kolasinac,DEF,Southampton,2.7,0,0,0,0,0.0,14,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,154190,0,2,0.0,0,0,0,0,45,False,0,1
Oliver McBurnie,FWD,Aston Villa,2.6,0,0,0,0,0.0,357,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,991445,0,1,0.0,0,0,0,0,125,True,0,1
Jake Vokins,DEF,Sheffield Utd,1.1,0,0,3,0,0.3,380,8,1,0,0.2,2.0,2021-08-14T14:00:00Z,11,2,0,0,0,0,1,0,225411,2,3,0.0,1,0,0,0,55,True,0,1
Mason Holgate,DEF,Spurs,2.2,0,0,10,0,16.6,165,4,1,0,3.7,20.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,41053,1,3,0.0,2,0,0,0,50,True,0,1
Oliver Casey,DEF,West Brom,2.9,0,0,-1,1,1.5,215,5,0,0,2.7,2.8,2021-08-14T14:00:00Z,71,20,0,0,0,0,1,0,916129,0,1,23.0,3,0,0,0,70,True,0,1
James Ward-Prowse,MID,Aston Villa,1.7,0,1,22,1,25.3,370,10,0,0,3.8,10.4,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,188039,0,1,2.0,7,0,0,0,50,True,0,1
Ian Carlo Poveda-Ocampo,MID,West Brom,2.3,0,0,0,0,0.0,209,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,83726,0,1,0.0,0,0,0,0,55,True,0,1
Mark Gillespie,GK,Leeds,1.2,0,0,9,0,0.3,488,3,1,0,1.0,7.4,2021-08-14T14:00:00Z,33,6,0,0,0,0,1,0,33665,0,3,2.0,1,0,0,0,45,False,0,1
Timo Werner,FWD,Fulham,0.0,0,0,0,0,0.0,117,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,830,2,1,0.0,0,0,0,0,45,True,0,1
Ethan Ampadu,DEF,West Ham,1.5,0,0,0,0,0.0,509,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,25705,1,5,0.0,0,0,0,0,40,True,0,1
Scott Dann,DEF,Aston Villa,1.3,0,0,0,0,0.0,486,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,18475,0,1,0.0,0,0,0,0,45,True,0,1
Ruben Loftus-Cheek,MID,Fulham,0.5,0,0,8,0,10.5,115,2,0,0,1.8,7.2,2021-08-14T14:00:00Z,11,4,0,0,0,0,1,0,288638,2,1,0.0,1,0,0,0,45,True,0,1
Oliver Skipp,MID,Sheffield Utd,0.0,0,0,0,0,0.0,404,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,16092,2,3,0.0,0,0,0,0,55,True,0,1
Liam Cooper,DEF,Newcastle,0.5,0,0,0,0,0.0,195,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,5955,1,5,0.0,0,0,0,0,45,False,0,1
Benjamin Mendy,DEF,West Ham,1.9,0,0,25,0,7.2,274,6,1,1,6.2,37.8,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,13665,1,5,17.0,7,0,0,0,50,True,0,1
Grady Diangana,MID,Leicester,0.3,0,0,0,0,0.0,446,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,2407,0,1,0.0,0,0,0,0,45,False,0,1
Yerry Mina,DEF,Leeds,1.2,0,0,5,0,1.9,162,3,3,0,0.6,4.0,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,44446,0,3,0.0,1,0,0,0,45,False,0,1
Sean Longstaff,MID,Fulham,1.3,0,0,0,0,0.0,480,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,17185,2,1,0.0,0,0,0,0,45,True,0,1
Cheikhou Kouyaté,MID,Liverpool,2.7,0,1,27,1,1.3,133,3,0,0,2.0,18.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,51896,0,3,0.0,7,0,0,0,50,True,0,1
Claudio Bravo,GK,Newcastle,1.6,0,0,8,0,21.1,267,6,5,0,3.8,10.2,2021-08-14T11:30:00Z,68,13,0,0,0,0,1,0,330990,1,5,7.0,2,0,0,0,60,False,0,1
Kyle Walker,DEF,West Ham,3.1,0,0,16,0,0.0,270,6,1,0,1.3,13.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,2,173508,1,5,0.0,2,0,0,0,50,True,0,1
Phil Foden,MID,West Ham,2.7,1,0,23,0,13.4,284,6,1,0,4.4,30.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,38513,1,5,0.0,5,0,0,0,50,True,0,1
Joelinton Cássio Apolinário de Lira,FWD,West Brom,2.7,0,0,3,0,0.1,340,5,0,0,0.4,3.6,2021-08-14T14:00:00Z,28,20,0,0,0,0,1,0,97933,0,1,0.0,1,0,0,0,50,True,0,1
Pascal Struijk,DEF,West Brom,2.6,0,0,7,1,35.2,211,5,0,0,4.4,7.2,2021-08-14T14:00:00Z,61,20,0,0,0,0,1,0,18150,0,1,2.0,3,0,0,0,60,True,0,1
Martín Montoya,DEF,Arsenal,2.6,0,0,20,0,6.5,63,2,1,1,11.5,34.0,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,160421,2,1,74.0,5,0,0,0,65,False,1,1
Albian Ajeti,FWD,Arsenal,0.0,0,0,0,0,0.0,447,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,12873,2,1,0.0,0,0,0,0,60,False,0,1
Darnell Furlong,DEF,West Ham,3.1,0,1,34,0,3.8,422,9,2,1,15.0,53.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,753486,4,2,93.0,8,0,0,0,60,False,0,1
José Izquierdo,MID,Arsenal,2.1,0,0,0,0,0.0,72,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,15789,2,1,0.0,0,0,0,0,55,False,0,1
Bruno Miguel Borges Fernandes,MID,Arsenal,0.0,0,0,0,0,0.0,302,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,688449,4,2,0.0,0,0,0,0,40,True,0,1
Raúl Jiménez,FWD,Everton,2.2,0,0,7,0,11.5,460,4,3,0,1.9,7.6,2021-08-14T14:00:00Z,82,8,0,0,0,0,1,0,7538,1,3,0.0,1,0,0,0,50,False,0,1
Toby Alderweireld,DEF,Sheffield Utd,0.9,0,0,0,0,0.0,386,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,5046,2,3,0.0,0,0,0,0,50,True,0,1
Oriol Romeu Vidal,MID,Aston Villa,1.2,0,0,0,0,0.0,364,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,18832,0,1,0.0,0,0,0,0,45,True,0,1
Kieran Tierney,DEF,Southampton,3.5,0,0,9,0,43.9,17,1,2,0,10.3,7.6,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,243459,0,2,51.0,2,0,0,0,75,False,0,1
Jonas Lössl,GK,Leeds,0.5,0,0,0,0,0.0,151,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,80769,0,3,0.0,0,0,0,0,40,False,0,1
Jordan Hugill,FWD,Leicester,0.5,0,0,0,0,0.0,444,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,80400,0,1,0.0,0,0,0,0,40,False,0,1
Hakim Ziyech,MID,Fulham,1.3,0,0,0,0,0.0,114,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,8993,2,1,0.0,0,0,0,0,45,True,0,1
Shkodran Mustafi,DEF,Southampton,2.4,0,0,13,0,24.7,7,1,2,0,4.5,15.2,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,61422,0,2,5.0,2,0,0,0,50,False,0,1
Matej Vydra,FWD,Crystal Palace,0.0,0,0,0,0,0.0,93,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,49963,0,2,0.0,0,0,0,0,45,True,0,1
Josh Benson,MID,Arsenal,1.5,0,0,0,0,0.0,535,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,45,False,0,1
Jarrod Bowen,MID,Leicester,1.3,0,0,3,0,0.0,445,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,1,9,0,0,0,0,1,0,59391,0,1,0.0,1,0,0,0,60,False,0,1
Romaine Sawyers,MID,West Ham,3.4,2,3,40,0,18.7,413,9,2,1,12.9,55.6,2021-08-15T13:00:00Z,90,14,0,1,0,0,1,0,1617415,4,2,55.0,13,0,0,0,75,False,0,1
Neal Maupay,FWD,Arsenal,0.0,0,0,0,0,0.0,68,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,1037,2,1,0.0,0,0,0,0,40,False,0,1
Mathew Ryan,GK,Arsenal,1.5,0,0,14,0,5.2,70,2,1,0,1.3,7.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,882586,2,1,0.0,2,0,0,0,45,False,0,1
Alfie Mawson,DEF,Newcastle,1.2,0,0,23,0,4.8,185,6,5,1,7.0,52.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,787277,1,5,13.0,6,0,0,0,45,False,0,1
Ashley Westwood,MID,Crystal Palace,0.7,0,0,0,0,0.0,89,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,6247,0,2,0.0,0,0,0,0,45,True,0,1
Ezgjan Alioski,DEF,West Brom,0.0,0,0,0,0,0.0,201,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,17182,0,1,0.0,0,0,0,0,55,True,0,1
Abdoulaye Doucouré,MID,West Ham,1.9,0,0,0,0,0.0,512,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,1515,1,5,0.0,0,0,0,0,50,True,0,1
Josh Sims,MID,Aston Villa,1.2,0,0,0,0,0.0,374,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,8844,0,1,0.0,0,0,0,0,45,True,0,1
Sergio Agüero,FWD,Sheffield Utd,2.9,0,0,4,0,2.9,268,10,1,0,4.0,5.0,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,129946,0,1,32.0,2,0,0,0,70,False,0,1
Frédéric Guilbert,DEF,Wolves,2.1,0,0,0,0,0.0,47,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,16681,2,3,0.0,0,0,0,0,55,False,0,1
Jarrad Branthwaite,DEF,Spurs,2.6,0,0,14,0,0.0,170,4,1,0,2.0,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,2,446969,1,3,0.0,2,0,0,0,50,True,0,1
Dwight McNeil,MID,Fulham,1.2,0,0,0,0,0.0,100,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,13554,2,1,0.0,0,0,0,0,45,True,0,1
Matija Sarkic,GK,Sheffield Utd,0.8,0,1,28,0,0.3,472,8,2,1,6.3,36.2,2021-08-14T14:00:00Z,24,2,0,0,0,0,1,0,22290,2,3,26.0,6,0,0,0,50,True,0,1
Mesut Özil,MID,Southampton,3.6,0,0,11,0,0.0,1,1,2,0,1.2,11.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,1,153122,0,2,0.0,1,0,0,0,50,False,0,1
Wilfried Zaha,MID,Liverpool,3.3,0,0,1,0,0.8,141,3,0,0,0.2,0.0,2021-08-14T14:00:00Z,8,7,0,0,0,0,1,0,834989,0,3,2.0,1,0,0,0,85,True,0,1
David McGoldrick,FWD,Everton,0.0,0,0,0,0,0.0,344,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,2798,1,3,0.0,0,0,0,0,45,False,0,1
Rodrigo Moreno,FWD,Wolves,2.8,1,0,14,0,14.8,492,8,1,0,5.6,20.0,2021-08-14T14:00:00Z,30,18,0,0,0,0,1,0,171733,2,3,21.0,4,0,0,0,65,False,0,1
Leander Dendoncker,MID,Leeds,0.0,0,0,0,0,0.0,464,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,3327,0,3,0.0,0,0,0,0,55,False,0,1
Felipe Anderson Pereira Gomes,MID,Leicester,0.5,0,0,2,0,0.4,440,5,0,0,2.0,0.0,2021-08-14T14:00:00Z,4,9,0,0,0,0,1,0,30702,0,1,20.0,1,0,0,0,45,False,0,1
Phil Jones,DEF,Arsenal,0.4,0,0,0,0,0.0,297,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,4139,4,2,0.0,0,0,0,0,50,True,0,1
Moise Kean,FWD,Spurs,2.2,0,0,9,0,10.9,169,4,1,0,4.7,15.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,203108,1,3,20.0,2,0,0,0,50,True,0,1
Sergio Romero,GK,West Ham,3.0,0,1,28,0,23.7,289,6,1,1,9.2,41.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,506276,1,5,27.0,8,0,0,0,75,True,0,1
Bobby Decordova-Reid,FWD,Spurs,1.0,0,0,0,0,0.0,181,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,167543,1,3,0.0,0,0,0,0,40,True,0,1
Heung-Min Son,MID,Sheffield Utd,1.2,0,0,8,0,0.3,390,8,2,0,0.8,7.2,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,7697,2,3,0.0,1,0,0,0,45,True,0,1
Stuart Armstrong,MID,Aston Villa,1.2,0,0,0,0,0.0,368,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,10883,0,1,0.0,0,0,0,0,45,True,0,1
Matthew Longstaff,MID,Aston Villa,1.2,0,0,0,0,0.0,487,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,9372,0,1,0.0,0,0,0,0,60,True,0,1
Kamil Miazek,GK,West Brom,1.5,0,0,27,1,0.8,208,5,0,0,1.6,15.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,985291,0,1,0.0,6,0,0,0,40,True,0,1
Edouard Mendy,GK,Leicester,0.5,0,0,0,0,0.0,548,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,45,False,0,1
Christian Pulisic,MID,Liverpool,3.4,0,0,25,1,8.6,119,3,0,0,2.5,10.4,2021-08-14T14:00:00Z,66,7,0,0,0,0,1,0,254999,0,3,6.0,6,0,0,0,60,True,0,1
Konstantinos Tsimikas,DEF,Chelsea,2.8,0,0,0,0,0.0,242,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,7681,3,0,0.0,0,0,0,0,45,False,0,1
Shane Duffy,DEF,Arsenal,0.0,0,0,0,0,0.0,58,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,3067,2,1,0.0,0,0,0,0,45,False,0,1
Paul Dummett,DEF,Brighton,0.0,0,0,0,0,0.0,331,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,111756,3,0,0.0,0,0,0,0,40,True,0,1
Harvey Elliott,MID,Sheffield Utd,0.0,0,0,0,0,0.0,265,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,105611,0,1,0.0,0,0,0,0,80,False,0,1
Dennis Praet,MID,Chelsea,2.9,0,0,0,0,0.0,225,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,72500,3,0,0.0,0,0,0,0,55,False,0,1
Federico Fernández,DEF,Brighton,0.9,0,0,5,0,20.8,323,7,0,0,2.9,4.2,2021-08-14T16:30:00Z,4,11,0,0,0,0,1,0,4891,3,0,4.0,1,0,0,0,55,True,0,1
Morgan Gibbs-White,MID,West Brom,2.7,0,0,0,0,0.0,473,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,144893,0,1,0.0,0,0,0,0,50,True,0,1
Anthony Gordon,MID,Spurs,2.6,0,0,9,0,25.9,168,4,1,0,4.5,8.2,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,1292519,1,3,11.0,2,0,0,0,55,True,0,1
Meritan Shabani,MID,Chelsea,2.0,0,0,0,0,0.0,553,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,0,3,0,0.0,0,0,0,0,45,False,0,1
Kalvin Phillips,MID,West Brom,1.5,0,0,0,0,0.0,204,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,230909,0,1,0.0,0,0,0,0,40,True,0,1
Héctor Bellerín,DEF,Southampton,2.7,0,0,0,0,0.0,11,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,9282,0,2,0.0,0,0,0,0,45,False,0,1
James Rodríguez,MID,Sheffield Utd,1.9,0,0,0,0,0.0,508,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,1270,0,1,0.0,0,0,0,0,50,False,0,1
Daniel Amartey,DEF,Chelsea,3.1,0,0,3,1,5.3,227,7,0,0,0.7,0.0,2021-08-14T16:30:00Z,60,15,0,0,0,0,1,0,9191,3,0,4.0,3,0,0,0,60,False,0,1
Andreas Christensen,DEF,Fulham,0.0,0,0,0,0,0.0,116,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,408,2,1,0.0,0,0,0,0,45,True,0,1
Ahmed El-Sayed Hegazy,DEF,West Ham,3.2,0,0,16,0,1.1,414,9,2,0,4.4,22.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,21144,4,2,20.0,1,0,0,0,50,False,0,1
Stuart Dallas,DEF,West Brom,3.1,0,2,31,1,0.0,200,5,0,0,2.6,26.0,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,3,1114563,0,1,0.0,9,0,0,0,50,True,0,1
Joël Veltman,DEF,Southampton,2.7,0,0,12,0,0.5,67,1,2,0,1.1,10.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,1716768,0,2,0.0,1,0,0,0,45,False,0,1
Jason Steele,GK,Brighton,0.4,0,0,0,0,0.0,528,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,4851,3,0,0.0,0,0,0,0,50,True,0,1
Fikayo Tomori,DEF,Liverpool,3.1,0,0,0,0,0.0,121,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,219781,0,3,0.0,0,0,0,0,55,True,0,1
Ryan Fredericks,DEF,Leicester,0.0,0,0,0,0,0.0,438,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,710,0,1,0.0,0,0,0,0,55,False,0,1
Robbie Brady,MID,Crystal Palace,0.6,0,0,0,0,0.0,95,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,3289,0,2,0.0,0,0,0,0,55,True,0,1
Jeff Hendrick,MID,West Ham,3.6,0,0,3,0,5.8,485,6,0,0,0.7,1.0,2021-08-14T11:30:00Z,15,10,0,0,0,0,1,0,683763,1,5,0.0,1,0,0,0,95,True,0,1
Vicente Guaita,GK,Liverpool,3.1,0,0,0,0,0.0,128,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,99447,0,3,0.0,0,0,0,0,55,True,0,1
James Garner,MID,Brighton,0.0,0,0,13,0,2.2,317,7,3,0,2.8,5.2,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,8058,3,0,21.0,2,0,0,0,45,True,0,1
Matt Phillips,MID,West Ham,3.6,0,0,30,0,17.5,411,9,2,1,9.1,55.8,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,1213434,4,2,18.0,7,0,0,0,55,False,0,1
Matt Ritchie,MID,Brighton,0.6,0,0,0,0,0.0,322,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,3139,3,0,0.0,0,0,0,0,55,True,0,1
Ki-Jana Hoever,DEF,Spurs,1.0,0,0,0,0,0.0,545,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,0,1,3,0.0,0,0,0,0,45,True,0,1
Adama Traoré,MID,Arsenal,0.7,0,0,20,0,0.3,465,9,4,0,5.1,46.8,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,14823,4,2,4.0,0,0,0,0,45,True,0,1
Jordan Henderson,MID,Chelsea,0.0,0,0,0,0,0.0,244,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,1989,3,0,0.0,0,0,0,0,50,False,0,1
Ben Johnson,DEF,Leicester,1.3,0,0,0,0,0.0,452,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,14394,0,1,0.0,0,0,0,0,45,False,0,1
George Baldock,DEF,Everton,1.7,0,0,14,0,1.4,351,4,3,0,4.4,23.4,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,6041,1,3,19.0,1,0,0,0,45,False,0,1
James McArthur,MID,Liverpool,1.5,0,0,0,0,0.0,130,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,316399,0,3,0.0,0,0,0,0,50,True,0,1
Christian Atsu,MID,Brighton,0.0,0,0,0,0,0.0,330,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,55,3,0,0.0,0,0,0,0,50,True,0,1
Wes Morgan,DEF,West Brom,1.9,0,0,20,1,3.3,216,5,0,0,2.0,16.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,106828,0,1,0.0,3,0,0,0,50,True,0,1
Chris Smalling,DEF,Arsenal,1.2,1,0,24,0,54.9,292,9,4,0,9.7,28.0,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,16998,4,2,14.0,3,0,0,0,50,True,0,1
Isaac Hayden,MID,Everton,2.1,0,0,4,0,1.4,336,4,0,0,0.6,2.6,2021-08-14T14:00:00Z,7,8,0,0,0,0,1,0,8313,1,3,2.0,1,0,0,0,60,False,0,1
Solomon March,MID,Arsenal,0.0,0,0,0,0,0.0,65,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,1410,2,1,0.0,0,0,0,0,45,False,0,1
Charlie Austin,FWD,West Ham,2.7,0,0,3,0,0.0,415,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,2,14,0,0,0,0,1,0,9545,4,2,0.0,1,0,0,0,45,False,0,1
