goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,49,MC,Brighton,Newcastle United,1,1,2021-11-06,16478,2021,494237,0,0,0,0,0,0,0
1,2,0.527710497379303,90,DMC,Liverpool,Brighton,2,2,2021-10-30,16469,2021,492286,0,0,0,1,0.527710497379303,1.0415400266647339,0.5236842036247253
0,0,0,30,Sub,Brighton,Manchester City,1,4,2021-10-23,16458,2021,490217,0,0,0,0,0,0.06174878776073456,0.06174878776073456
0,0,0,26,Sub,Brighton,Leicester,2,1,2021-09-19,16423,2021,482590,0,0,0,0,0,0,0
0,1,0.03440256789326668,16,Sub,Brighton,Watford,2,0,2021-08-21,16391,2021,477242,0,0,0,0,0.03440256789326668,0.03440256789326668,0
0,0,0,49,MC,Burnley,Brighton,1,2,2021-08-14,16378,2021,475465,0.05208665505051613,0,1,0,0,0.05208665505051613,0
