assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,0,106618,None,,0,0,-1,1,0.0,396,144,None,,0,2,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Paul,0.0,386,129,0,0,0,0.0,419,147,581,False,0.0,414,147,0,,None,39,709,225,0,0,None,0,,106618.jpg,0.0,415,141,0,0,0,Dummett,0.2,296,113,False,None,0,0,a,15,4,0.0,366,128,0,10789,2271,7476,790,0.0,0.0,Dummett,0
1,2,48,75,None,1,0.49,201666,None,,0,0,-1,1,29.9,200,112,None,,1,3,1.9,2.5,1,0.58,0.29,1.41,0.7,0.83,2.03,1.0,0.41,Harvey,1.5,220,98,2,0.98,1,14.0,187,92,603,False,57.6,200,79,183,Toe Injury - 75% chance of playing,2023-09-24T22:30:08.362792Z,64,55,33,0,0,None,0,,201666.jpg,2.8,143,60,0,0,0.0,Barnes,2.4,111,32,False,None,2,0.98,d,15,4,53.0,114,68,17,196521,1955,309437,16141,0.2,2.7,Barnes,1
0,0,5,None,None,0,0.0,441191,None,,0,0,-1,1,1.0,361,133,None,,0,2,1.2,1.2,1,0.01,0.04,0.01,0.04,0.00,0.49,1.84,0.0,Tino,0.2,356,122,0,0.0,0,1.0,387,137,633,False,4.8,378,137,24,,None,44,556,145,0,0,None,0,,441191.jpg,1.0,331,120,0,0,0.0,Livramento,0.2,337,129,False,None,0,0.0,a,15,4,4.0,319,110,2,3734,143,12459,475,0.0,0.5,Livramento,0
0,0,0,75,75,0,0,545477,None,,0,0,0,0,0.0,490,188,None,,0,2,0.8,0.8,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,480,176,0,0,0,0.0,510,190,634,False,0.0,505,190,0,Knock - 75% chance of playing,2023-09-06T20:00:07.244866Z,40,697,215,0,0,None,0,,545477.jpg,0.0,508,186,0,0,0,Murphy,0.3,266,103,False,None,0,0,d,15,4,0.0,464,176,0,14858,134,20148,1061,0.0,0.0,A.Murphy,0
0,0,0,None,None,0,0,547719,None,,0,0,0,0,0.0,632,256,None,,0,3,1.0,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,625,250,0,0,0,0.0,642,258,635,False,0.0,637,255,0,,None,45,466,262,0,0,None,0,,547719.jpg,0.0,641,258,0,0,0,Miley,0.0,565,212,False,None,0,0,a,15,4,0.0,625,252,0,935,64,1392,65,0.0,0.0,Miley,0
0,0,8,75,None,0,0.0,437626,None,,0,0,0,0,7.2,313,110,None,,0,2,0.0,-1.0,-1,0.03,0.03,0.03,0.03,0.00,1.68,1.63,0.0,Nuno,0.0,450,160,2,1.94,0,1.8,371,133,23,False,9.2,347,131,93,Muscle injury - 75% chance of playing,2023-09-23T22:00:06.903992Z,40,662,194,0,0,None,0,,437626.jpg,0.0,479,171,0,0,0.0,Varela Tavares,0.4,253,97,False,None,1,0.97,d,16,17,2.0,337,118,0,18690,283,15744,1598,0.0,0.0,Tavares,2
0,0,104,None,None,1,0.17,224068,None,,0,0,0,0,0.0,450,38,None,,0,1,2.8,1.8,1,0.00,0.0,0.00,0.0,0.00,8.27,1.38,0.0,Matt,2.8,105,11,9,1.5,0,12.0,216,16,28,False,120.4,69,16,540,,None,40,647,62,0,0,None,0,,224068.jpg,2.5,161,17,0,20,3.33,Turner,14.1,27,5,False,None,6,1.0,a,16,17,0.0,421,34,15,367781,18217,293939,12414,0.7,3.8,Turner,1
0,0,0,100,100,0,0,532605,None,,0,0,-1,1,0.0,565,223,None,,0,3,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrey,0.0,559,214,0,0,0,0.0,579,225,186,False,0.0,574,222,0,,2023-08-26T14:30:06.122359Z,44,580,308,0,0,None,0,,532605.jpg,0.0,579,225,0,0,0,Nascimento dos Santos,0.1,410,132,False,None,0,0,a,16,17,0.0,552,217,0,4022,159,9268,253,0.0,0.0,Andrey,0
0,3,33,None,None,0,0.0,209046,None,,0,0,-1,1,40.7,160,99,None,,1,3,3.7,2.7,1,0.28,0.24,0.41,0.35,0.13,0.74,0.64,0.11,Callum,3.7,62,31,1,0.87,1,11.8,221,103,205,False,45.6,229,93,104,,None,49,261,172,0,0,None,0,,209046.jpg,5.5,18,12,0,0,0.0,Hudson-Odoi,0.2,339,104,False,None,1,0.87,a,16,17,31.0,168,95,11,16009,2466,4781,565,0.8,2.2,Hudson-Odoi,0
1,1,58,100,100,0,0.0,449434,None,,0,0,0,0,53.0,135,92,None,,0,3,2.8,1.8,1,0.92,0.4,1.47,0.64,0.55,3.23,1.39,0.24,Anthony,2.8,113,49,1,0.43,1,24.8,72,43,378,False,86.0,127,45,209,,2023-09-10T22:00:08.090730Z,50,212,135,0,0,None,0,,449434.jpg,2.7,151,62,0,0,0.0,Elanga,0.7,184,57,False,None,1,0.43,a,16,17,108.0,46,28,16,70002,3014,65918,2644,0.6,3.2,Elanga,0
0,0,0,0,0,0,0,461682,None,,0,0,0,0,0.0,608,239,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,597,231,0,0,0,0.0,617,241,434,False,0.0,612,238,0,Season long loan to Estoril,2023-08-10T13:50:23.263385Z,45,430,240,0,0,None,0,,461682.jpg,0.0,617,241,0,0,0,Aguilera Zamora,0.0,680,280,False,None,0,0,u,16,17,0.0,599,234,0,0,0,947,19,0.0,0.0,B.Aguilera,0
0,0,0,None,None,0,0,48615,None,,0,0,-1,1,0.0,503,193,None,,0,3,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,494,182,0,0,0,0.0,522,196,435,False,0.0,517,193,0,,None,44,476,266,0,0,None,0,,48615.jpg,0.0,522,196,0,0,0,Arter,0.1,466,157,False,None,0,0,a,16,17,0.0,480,184,0,1876,122,4184,161,0.0,0.0,Arter,0
2,3,72,100,75,1,0.23,80226,None,,0,0,0,0,50.3,142,33,None,,1,2,1.5,0.4,0,0.27,0.06,0.28,0.06,0.01,6.57,1.49,0.0,Serge,1.5,207,67,8,1.82,0,15.8,157,41,436,False,89.6,116,44,396,,2023-09-15T15:30:08.541381Z,45,347,47,0,0,None,0,,80226.jpg,3.4,103,30,0,0,0.0,Aurier,1.7,132,50,False,None,5,1.14,a,16,17,18.0,217,57,17,215530,2818,122397,6288,0.3,3.8,Aurier,2
2,3,114,100,100,1,0.22,210156,None,,0,0,1,-1,80.4,72,5,None,,0,4,4.2,3.2,1,0.36,0.08,2.76,0.61,2.40,6.36,1.41,0.53,Taiwo,4.2,47,10,7,1.55,3,34.2,43,11,437,False,143.0,44,6,407,,2023-08-06T23:30:06.012849Z,66,44,16,0,0,None,0,,210156.jpg,5.2,25,5,0,0,0.0,Awoniyi,5.8,66,14,False,None,5,1.11,a,16,17,119.0,44,16,31,662849,38403,235241,21355,0.6,4.7,Awoniyi,1
0,0,0,0,0,0,0,437753,None,,0,0,-1,1,0.0,401,147,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Giulian,0.0,391,132,0,0,0,0.0,424,150,438,False,0.0,419,150,0,Permanent transfer to Olympiacos,2023-09-18T10:34:51.025619Z,39,717,231,0,0,None,0,,437753.jpg,0.0,420,144,0,0,0,Biancone,0.1,407,155,False,None,0,0,u,16,17,0.0,372,132,0,1479,0,5577,389,0.0,0.0,Biancone,0
0,3,87,100,75,1,0.21,90585,None,,0,0,0,0,25.1,222,68,None,,1,2,4.2,2.4,1,0.32,0.07,1.20,0.26,0.88,7.44,1.56,0.19,Willy,4.2,44,11,8,1.68,1,31.0,50,7,439,False,169.4,25,4,428,,2023-09-19T09:00:09.368567Z,45,351,50,0,0,None,0,,90585.jpg,3.8,74,20,0,0,0.0,Boly,0.6,212,81,False,None,5,1.05,a,16,17,115.0,45,2,19,62191,1578,31994,2346,0.9,4.2,Boly,1
0,0,0,0,0,0,0,245830,None,,0,0,0,0,0.0,594,231,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,584,223,0,0,0,0.0,603,233,440,False,0.0,598,230,0,Season long loan to Cardiff City,2023-08-04T09:38:29.203317Z,45,408,230,0,0,None,0,,245830.jpg,0.0,605,234,0,0,0,Bowler,0.0,705,298,False,None,0,0,u,16,17,0.0,584,226,0,0,0,280,4,0.0,0.0,Bowler,0
0,0,0,0,0,0,0,56917,None,,0,0,0,0,0.0,570,220,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Steve,0.0,563,213,0,0,0,0.0,583,220,441,False,0.0,578,220,0,Permanent transfer to QPR,2023-08-10T13:47:53.233734Z,45,343,44,0,0,None,0,,56917.jpg,0.0,583,218,0,0,0,Cook,0.0,635,216,False,None,0,0,u,16,17,0.0,557,217,0,0,0,2064,19,0.0,0.0,Cook,0
0,0,30,0,0,0,0.0,513046,None,,0,0,-2,2,25.6,216,122,None,,0,3,0.0,0.0,0,0.08,0.03,0.20,0.07,0.12,4.48,1.41,0.04,Danilo,0.8,299,138,6,1.89,0,5.9,300,131,442,False,20.0,301,129,285,Hamstring injury - Expected back 21 Oct,2023-08-31T17:30:08.232600Z,53,157,100,0,0,None,0,,513046.jpg,1.8,241,111,0,0,0.0,dos Santos de Oliveira,0.1,454,151,False,None,4,1.26,i,16,17,12.0,256,134,7,1968,10,9177,263,0.2,1.3,Danilo,0
0,0,0,0,0,0,0,230251,None,,0,0,-2,2,0.0,646,76,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emmanuel,0.0,639,75,0,0,0,0.0,653,76,443,False,0.0,649,74,0,On loan to Istanbul Basaksehir,2023-09-18T10:38:41.886230Z,48,317,62,0,0,None,0,,230251.jpg,0.0,652,76,0,0,0,Dennis,0.3,284,47,False,None,0,0,u,16,17,0.0,641,76,0,6239,0,39186,1570,0.0,0.0,Dennis,0
0,0,0,0,0,0,0,173399,None,,0,0,0,0,0.0,432,157,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mohamed,0.0,420,142,0,0,0,0.0,454,160,444,False,0.0,448,159,0,Transferred to Basel,2023-08-28T07:58:11.676535Z,40,628,173,0,0,None,0,,173399.jpg,0.0,449,153,0,0,0,Dräger,0.1,435,170,False,None,0,0,u,16,17,0.0,403,142,0,796,0,7698,228,0.0,0.0,Dräger,0
0,0,0,100,100,0,0,116404,None,,0,0,-1,1,0.0,517,206,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Felipe Augusto,0.0,507,196,0,0,0,0.0,534,207,445,False,0.0,529,207,0,,2023-08-06T23:30:06.031954Z,44,499,118,0,0,None,0,,116404.jpg,0.0,534,205,0,0,0,de Almeida Monteiro,0.0,573,206,False,None,0,0,a,16,17,0.0,496,198,0,588,53,2012,66,0.0,0.0,Felipe,0
0,0,0,0,0,0,0,89076,None,,0,0,-1,1,0.0,651,268,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Remo,0.0,645,264,0,0,0,0.0,658,269,446,False,0.0,654,267,0,Season-long loan to Bologna,2023-09-03T20:10:13.581302Z,49,235,153,0,0,None,0,,89076.jpg,0.0,658,269,0,0,0,Freuler,0.0,616,243,False,None,0,0,u,16,17,0.0,646,264,0,105,0,1607,30,0.0,0.0,Freuler,0
2,1,80,None,None,1,0.17,222531,1,,0,0,-1,1,167.4,19,14,1,,0,3,3.5,2.5,1,0.99,0.16,1.92,0.32,0.93,8.27,1.38,0.16,Morgan,3.5,72,34,9,1.5,0,33.3,44,27,447,False,84.6,131,46,540,,None,59,71,43,0,0,1,0,,222531.jpg,3.0,134,58,0,0,0.0,Gibbs-White,1.7,135,43,False,None,6,1.0,a,16,17,81.0,68,37,18,64469,2364,136325,5904,0.6,3.1,Gibbs-White,2
0,0,0,100,100,0,0,20066,None,,0,0,0,0,0.0,404,11,None,,0,1,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wayne,0.0,394,29,0,0,0,0.0,427,29,448,False,0.0,422,29,0,,2023-08-06T23:30:06.047716Z,40,596,35,0,0,None,0,,20066.jpg,0.0,423,29,0,0,0,Hennessey,0.2,304,45,False,None,0,0,a,16,17,0.0,375,7,0,894,103,8789,212,0.0,0.0,Hennessey,0
0,0,0,None,None,0,0,168547,None,,0,0,-1,1,0.0,525,63,None,,0,1,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,516,76,0,0,0,0.0,542,77,449,False,0.0,537,77,0,,None,44,509,28,0,0,None,0,,168547.jpg,0.0,542,77,0,0,0,Horvath,0.1,398,59,False,None,0,0,a,16,17,0.0,504,60,0,1363,23,5397,135,0.0,0.0,Horvath,0
0,0,14,None,None,0,0.0,55037,None,,0,0,-1,1,10.7,299,154,None,,0,3,0.2,-0.8,0,0.02,0.05,0.04,0.1,0.02,1.58,3.65,0.05,Cheikhou,0.2,370,173,1,2.31,0,3.4,330,149,451,False,20.6,297,127,39,,None,49,227,146,0,0,None,0,,55037.jpg,0.8,396,192,0,0,0.0,Kouyaté,0.0,576,218,False,None,0,0.0,a,16,17,3.0,332,165,3,333,21,1273,48,0.0,0.6,Kouyaté,1
0,0,0,0,0,0,0,221403,None,,0,0,0,0,0.0,586,223,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Richie,0.0,576,216,0,0,0,0.0,595,223,452,False,0.0,590,223,0,Loan to the end of the year with a permanent transfer in view,2023-08-04T09:37:12.198683Z,45,389,75,0,0,None,0,,221403.jpg,0.0,596,221,0,0,0,Laryea,0.0,693,229,False,None,0,0,u,16,17,0.0,575,221,0,0,0,440,1,0.0,0.0,Laryea,0
0,0,15,100,100,1,0.23,179519,None,,0,0,0,0,27.8,208,117,None,,0,3,1.2,0.2,1,0.02,0.0,0.19,0.04,0.17,4.05,0.94,0.04,Orel,1.2,237,106,6,1.39,0,6.4,294,126,453,False,26.4,283,116,388,,2023-08-26T21:00:08.352500Z,50,191,119,0,0,None,0,,179519.jpg,1.6,264,122,0,0,0.0,Mangala,0.0,584,223,False,None,5,1.16,a,16,17,10.0,274,142,8,686,37,1505,45,0.2,1.6,Mangala,3
0,0,0,0,0,0,0,242885,None,,0,0,0,0,0.0,458,172,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Loïc,0.0,445,157,0,0,0,0.0,478,174,454,False,0.0,472,173,0,Season long to Almere City,2023-08-29T07:47:33.418642Z,40,656,190,0,0,None,0,,242885.jpg,0.0,474,168,0,0,0,Mbe Soh,0.1,447,175,False,None,0,0,u,16,17,0.0,430,158,0,589,0,5419,144,0.0,0.0,Mbe Soh,0
0,1,64,100,100,1,0.22,168281,None,,0,0,0,0,32.4,190,57,None,,0,2,2.2,1.2,0,0.17,0.04,0.38,0.09,0.21,5.64,1.22,0.05,Scott,2.2,137,43,6,1.3,0,13.8,190,57,455,False,89.0,119,46,416,,2023-08-26T21:00:08.377652Z,45,364,58,0,0,None,0,,168281.jpg,2.4,175,58,0,0,0.0,McKenna,0.1,418,162,False,None,5,1.08,a,16,17,17.0,224,62,12,4250,61,5678,234,0.5,2.7,McKenna,0
0,0,0,0,0,0,0,244930,None,,0,0,-1,1,0.0,548,211,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,541,200,0,0,0,0.0,565,214,456,False,0.0,560,211,0,Season-long loan to KV Kortrijk,2023-09-08T08:21:25.234986Z,44,548,287,0,0,None,0,,244930.jpg,0.0,565,214,0,0,0,Mighten,0.0,563,210,False,None,0,0,u,16,17,0.0,532,203,0,874,0,2403,91,0.0,0.0,Mighten,0
0,0,23,100,100,0,0.0,199170,None,,0,0,0,0,3.5,332,121,None,,0,2,0.5,-0.5,1,0.03,0.02,0.03,0.02,0.00,2.64,1.92,0.0,Moussa,0.5,316,104,3,2.18,0,2.2,359,130,457,False,19.0,304,117,124,,2023-08-06T23:30:06.061982Z,45,375,65,0,0,None,0,,199170.jpg,1.0,340,124,0,0,0.0,Niakhaté,0.0,516,193,False,None,1,0.73,a,16,17,0.0,571,220,3,911,49,1543,67,0.1,0.7,Niakhaté,0
0,0,0,0,0,0,0,243345,None,,0,0,-1,1,0.0,666,277,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,658,273,0,0,0,0.0,670,278,458,False,0.0,666,276,0,Season-long loan to Middlesbrough,2023-09-01T07:24:06.652254Z,49,273,177,0,0,None,0,,243345.jpg,0.0,670,278,0,0,0,O'Brien,0.0,653,265,False,None,0,0,u,16,17,0.0,662,274,0,68,0,986,17,0.0,0.0,O'Brien,0
0,0,0,0,0,0,0,437476,None,,0,0,0,0,0.0,598,233,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Braian,0.0,588,225,0,0,0,0.0,607,235,459,False,0.0,602,232,0,Permanent transfer to Real Salt Lake,2023-08-04T09:39:04.512634Z,45,415,232,0,0,None,0,,437476.jpg,0.0,609,236,0,0,0,Ojeda Rodríguez,0.0,706,299,False,None,0,0,u,16,17,0.0,589,228,0,0,0,312,5,0.0,0.0,Ojeda,0
0,0,0,0,0,0,0,209035,None,,0,0,0,0,0.0,443,165,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jonathan,0.0,431,150,0,0,0,0.0,464,167,460,False,0.0,458,166,0,Season-long loan to Cardiff City,2023-09-01T14:45:03.225842Z,40,640,182,0,0,None,0,,209035.jpg,0.0,460,161,0,0,0,Panzo,0.1,425,167,False,None,0,0,u,16,17,0.0,414,150,0,884,0,6498,230,0.0,0.0,Panzo,0
0,0,0,0,0,0,0,204822,None,,0,0,-1,1,0.0,534,213,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omar,0.0,525,204,0,0,0,0.0,551,214,461,False,0.0,546,214,0,Season-long loan to Olympiakos,2023-08-16T16:30:07.161960Z,44,524,132,0,0,None,0,,204822.jpg,0.0,551,212,0,0,0,Richards,0.0,567,205,False,None,0,0,u,16,17,0.0,515,207,0,88,0,3316,53,0.0,0.0,O.Richards,0
0,0,0,0,0,0,0,185253,None,,0,0,0,0,0.0,583,228,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gustavo Henrique,0.0,572,219,0,0,0,0.0,592,230,462,False,0.0,587,227,0,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,45,372,225,0,0,None,0,,185253.jpg,0.0,592,230,0,0,0,Furtado Scarpa,0.0,569,214,False,None,0,0,u,16,17,0.0,570,222,0,296,0,4447,86,0.0,0.0,G.Scarpa,0
0,0,0,0,0,0,0,50232,None,,0,0,-2,2,0.0,639,260,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jonjo,0.0,632,254,0,0,0,0.0,648,262,463,False,0.0,643,259,0,Season long loan to Çaykur Rizespor,2023-09-18T10:37:34.955618Z,48,292,192,0,0,None,0,,50232.jpg,0.0,648,262,0,0,0,Shelvey,0.0,583,222,False,None,0,0,u,16,17,0.0,634,256,0,290,0,2152,110,0.0,0.0,J.Shelvey,0
0,0,0,0,0,0,0,217331,None,,0,0,0,0,0.0,584,60,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sam,0.0,574,58,0,0,0,0.0,593,59,464,False,0.0,588,57,0,Joined Nashville SC on a permanent transfer,2023-07-26T11:30:33.401435Z,45,385,65,0,0,None,0,,217331.jpg,0.0,594,61,0,0,0,Surridge,0.2,322,54,False,None,0,0,u,16,17,0.0,573,59,0,0,0,20501,476,0.0,0.0,Surridge,0
0,0,0,None,None,0,0,114241,None,,0,0,-1,1,0.0,516,205,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,506,195,0,0,0,0.0,533,206,465,False,0.0,528,206,0,,None,44,497,116,0,0,None,0,,114241.jpg,0.0,533,204,0,0,0,Toffolo,0.0,512,191,False,None,0,0,a,16,17,0.0,495,197,0,275,20,2223,67,0.0,0.0,Toffolo,0
0,0,0,0,0,0,0,201440,None,,0,0,-1,1,0.0,531,54,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hwang,0.0,522,52,0,0,0,0.0,548,53,466,False,0.0,543,51,0,Season-long loan to Norwich City,2023-09-03T20:12:47.865585Z,44,521,86,0,0,None,0,,201440.jpg,0.0,548,55,0,0,0,Ui-jo,0.7,183,32,False,None,0,0,u,16,17,0.0,512,53,0,22938,0,83367,2522,0.0,0.0,Ui-jo,0
0,0,9,None,None,0,0.0,215136,None,,0,0,-1,1,15.9,257,81,3,,0,2,0.0,-1.0,0,0.07,0.06,0.09,0.08,0.02,0.97,0.81,0.02,Neco,0.0,527,206,1,0.83,0,4.9,311,110,467,False,26.8,280,112,108,,None,44,526,134,0,0,None,0,,215136.jpg,1.5,270,87,0,0,0.0,Williams,0.2,306,117,False,None,1,0.83,a,16,17,6.0,303,102,3,3610,87,10588,508,0.0,0.7,Williams,0
0,2,44,None,None,0,0.0,60689,None,,0,0,0,0,32.7,189,27,None,,0,4,1.0,0.0,1,0.05,0.08,0.17,0.27,0.12,1.62,2.51,0.19,Chris,1.0,268,38,0,0.0,1,10.2,242,33,468,False,40.6,244,29,58,,None,50,168,43,0,0,None,0,,60689.jpg,2.0,220,29,0,0,0.0,Wood,0.5,218,40,False,None,0,0.0,a,16,17,27.0,188,40,12,28856,1120,38978,1580,0.2,2.4,Wood,0
0,3,64,100,100,1,0.21,208912,None,,0,0,0,0,21.9,231,72,None,,0,2,2.2,1.2,0,0.31,0.07,0.41,0.09,0.10,7.78,1.65,0.02,Joe,2.2,139,45,7,1.48,0,11.2,231,78,469,False,74.0,160,65,425,,2023-08-26T19:30:07.624115Z,45,379,68,0,0,None,0,,208912.jpg,2.4,177,60,1,0,0.0,Worrall,0.1,416,160,False,None,5,1.06,a,16,17,16.0,236,68,12,4059,52,4734,250,0.5,2.7,Worrall,0
0,0,22,None,None,1,0.29,204968,None,,0,0,-1,1,6.1,318,161,None,,0,3,1.2,0.2,0,0.02,0.01,0.04,0.02,0.02,6.51,1.89,0.01,Ryan,1.2,236,105,5,1.45,0,5.9,299,130,470,False,50.2,218,88,310,,None,49,258,170,0,0,None,0,,204968.jpg,1.6,263,121,0,0,0.0,Yates,0.0,537,196,False,None,3,0.87,a,16,17,3.0,334,167,8,889,15,2007,87,0.2,1.6,Yates,1
0,0,56,100,100,1,0.23,159506,None,,0,0,0,0,14.8,266,85,None,,0,2,2.0,1.0,1,0.03,0.01,0.08,0.02,0.05,6.17,1.4,0.01,Olu,2.0,163,56,8,1.81,0,7.5,281,101,604,False,55.0,208,84,397,,2023-08-18T23:30:05.934168Z,45,360,54,0,0,None,0,,159506.jpg,1.6,261,83,0,0,0.0,Aina,0.1,372,142,False,None,5,1.13,a,16,17,5.0,312,106,8,8852,457,9503,285,0.4,1.8,Aina,3
0,0,0,None,None,0,0,450197,None,,0,0,0,0,0.0,468,45,None,,0,1,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,George,0.0,457,60,0,0,0,0.0,488,61,636,False,0.0,482,61,0,,None,40,670,69,0,0,None,0,,450197.jpg,0.0,486,61,0,0,0,Shelvey,0.0,504,67,False,None,0,0,a,16,17,0.0,441,41,0,833,22,1362,50,0.0,0.0,G.Shelvey,0
0,0,0,None,None,0,0,547659,None,,0,0,0,0,0.0,491,189,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,481,177,0,0,0,0.0,511,191,637,False,0.0,506,191,0,,None,40,698,216,0,0,None,0,,547659.jpg,0.0,509,187,0,0,0,Powell,0.1,403,152,False,None,0,0,a,16,17,0.0,465,177,0,2582,144,3369,143,0.0,0.0,Powell,0
0,0,10,None,None,0,0.0,218430,None,,0,0,0,0,25.5,218,65,None,,0,2,0.2,-0.8,0,0.07,0.05,0.07,0.05,0.00,1.39,1.03,0.0,Gonzalo,0.2,362,125,1,0.74,0,4.8,314,111,679,False,18.0,306,118,121,,None,45,386,73,0,0,None,0,,218430.jpg,0.3,409,137,0,0,0.0,Montiel,0.0,533,198,False,None,1,0.74,a,16,17,4.0,322,113,1,2686,199,1111,167,0.0,0.2,G.Montiel,2
0,0,0,None,None,0,0,575476,None,,0,0,0,0,0.0,635,228,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Murillo,0.0,628,221,0,0,0,0.0,645,228,696,False,0.0,640,228,0,,None,45,469,99,0,0,None,0,,575476.jpg,0.0,644,227,0,0,0,Santiago Costa dos Santos,0.0,665,224,False,None,0,0,a,16,17,0.0,628,227,0,181,9,104,24,0.0,0.0,Murillo,0
0,0,0,None,None,0,0,111452,None,,0,0,0,0,0.0,574,72,None,,0,1,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Odysseas,0.0,564,80,0,0,0,0.0,584,81,710,False,0.0,579,81,0,,None,45,355,19,0,0,None,0,,111452.jpg,0.0,584,81,0,0,0,Vlachodimos,0.0,621,77,False,None,0,0,a,16,17,0.0,561,69,0,1040,55,457,68,0.0,0.0,Odysseas,0
0,0,0,None,None,0,0,466404,None,,0,0,0,0,0.0,610,227,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrew,0.0,599,220,0,0,0,0.0,619,227,711,False,0.0,614,227,0,,None,45,432,93,0,0,None,0,,466404.jpg,0.0,619,226,0,0,0,Omobamidele,0.0,684,228,False,None,0,0,a,16,17,0.0,601,226,0,182,21,73,24,0.0,0.0,Omobamidele,0
0,0,12,None,None,0,0.0,250199,None,,0,0,0,0,4.3,328,165,None,,0,3,1.0,0.0,2,0.05,0.05,0.09,0.09,0.04,1.33,1.33,0.04,Nicolás,1.0,270,122,2,2.0,0,1.8,372,172,712,False,12.4,328,143,90,,None,50,202,128,0,0,None,0,,250199.jpg,2.0,222,100,0,0,0.0,Domínguez,0.0,708,301,False,None,1,1.0,a,16,17,1.0,359,181,2,144,34,53,12,0.2,0.4,Dominguez,0
0,0,13,None,None,0,0.0,210462,None,,0,0,0,0,5.5,321,162,None,,0,3,1.0,0.0,0,0.05,0.03,0.11,0.07,0.06,1.34,0.83,0.04,Ibrahim,1.0,269,121,3,1.86,0,2.3,355,163,713,False,17.0,310,131,145,,None,50,194,122,0,0,None,0,,210462.jpg,1.0,375,176,0,0,0.0,Sangaré,0.0,664,270,False,None,2,1.24,a,16,17,1.0,358,180,2,815,44,210,63,0.2,0.4,Sangaré,1
