assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,0,223434,None,,0,0,-2,2,0.0,501,197,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Igor Julio,0.0,492,187,0,0,0,0.0,520,199,606,False,0.0,515,199,0,,None,43,589,156,0,0,None,0,,223434.jpg,0.0,520,197,0,0,0,dos Santos de Paulo,0.1,412,157,False,None,0,0,a,5,36,0.0,476,186,0,2310,300,7711,206,0.0,0.0,Igor,0
0,0,0,None,None,0,0,532529,None,,0,0,0,0,0.0,631,255,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,622,248,0,0,0,0.0,641,257,621,False,0.0,636,254,0,,None,45,461,259,0,0,None,0,,532529.jpg,0.0,640,257,0,0,0,Hinshelwood,0.0,613,240,False,None,0,0,a,5,36,0.0,623,250,0,741,68,893,51,0.0,0.0,Hinshelwood,0
0,0,6,None,None,0,0.0,535301,None,,0,0,0,0,0.8,368,186,None,,0,3,0.3,0.3,1,0.00,0.0,0.00,0.0,0.00,0.79,4.44,0.0,Carlos,0.3,338,164,0,0.0,0,0.9,390,182,690,False,8.4,356,157,16,,None,45,463,260,0,0,None,0,,535301.jpg,1.0,349,154,0,0,0.0,Baleba,0.0,604,237,False,None,0,0.0,a,5,36,0.0,624,251,1,1703,238,479,73,0.1,0.2,Baleba,0
0,0,-2,None,None,0,0.0,465607,None,,0,0,0,0,1.8,350,174,None,,0,3,0.7,0.7,1,0.06,0.08,1.24,1.58,1.18,1.15,1.46,1.5,Anssumane,0.7,305,144,1,1.27,0,5.1,307,136,700,False,6.8,363,162,71,,None,65,52,31,0,0,None,0,,465607.jpg,1.0,390,189,0,0,0.0,Fati Vieira,0.6,215,67,False,None,0,0.0,a,5,36,43.0,132,83,2,62401,2190,18515,5622,0.1,0.3,Ansu Fati,0
0,0,0,None,None,0,0,578614,None,,0,0,-1,1,0.0,566,224,None,,0,3,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enock,0.0,560,215,0,0,0,0.0,580,226,156,False,0.0,575,223,0,,None,44,582,309,0,0,None,0,,578614.jpg,0.0,580,226,0,0,0,Agyei,0.1,382,121,False,None,0,0,a,6,90,0.0,553,218,0,3235,157,9799,317,0.0,0.0,Agyei,0
0,0,59,None,None,0,0.0,487968,None,,0,0,0,0,27.8,207,60,None,,0,2,1.4,0.2,2,0.48,0.1,0.61,0.13,0.13,8.62,1.72,0.03,Ameen,1.2,227,75,13,2.6,0,11.2,230,77,157,False,67.6,177,73,450,,None,40,689,211,0,0,None,0,,487968.jpg,1.2,295,100,0,0,0.0,Al-Dakhil,0.7,190,73,False,None,5,1.0,a,6,90,17.0,223,61,6,42292,5205,30008,1036,0.3,1.5,Al-Dakhil,0
0,0,0,0,0,0,0,189776,None,,0,0,-1,1,0.0,657,273,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,651,269,0,0,0,0.0,663,274,158,False,0.0,659,272,0,Has joined Kasimpasa S.K. on loan,2023-09-18T10:36:05.969054Z,49,251,166,0,0,None,0,,189776.jpg,0.0,663,274,0,0,0,Bastien,0.0,590,227,False,None,0,0,u,6,90,0.0,653,270,0,326,0,2028,122,0.0,0.0,Bastien,0
0,0,8,None,None,0,0.0,183751,4,,0,0,-2,2,4.3,329,166,None,,0,3,0.0,-0.5,1,0.01,0.01,0.04,0.05,0.03,3.09,4.28,0.04,Manuel Benson,0.5,335,161,3,4.15,0,3.3,333,151,159,False,6.0,370,168,65,,None,53,149,94,0,0,None,0,,183751.jpg,1.0,379,179,0,0,0.0,Hedilazio,0.1,413,134,False,None,1,1.38,a,6,90,22.0,206,111,3,1315,92,11000,259,0.1,0.6,Benson,0
0,1,58,100,100,0,0.0,241231,None,,0,0,0,0,3.4,333,122,None,,0,2,0.6,-0.2,1,0.02,0.01,0.02,0.01,0.00,4.70,1.31,0.0,Jordan,0.8,281,92,9,2.51,0,9.0,254,90,160,False,85.6,128,51,323,,2023-08-27T23:00:06.773004Z,40,655,189,0,0,None,0,,241231.jpg,1.0,316,109,0,0,0.0,Beyer,2.9,104,40,False,None,4,1.11,a,6,90,0.0,429,157,4,41980,1897,175627,4108,0.2,1.0,Beyer,2
0,0,53,None,None,0,0.0,172782,1,,0,0,-2,2,67.4,100,70,3,,0,3,3.4,1.2,2,0.39,0.16,0.75,0.31,0.36,2.80,1.14,0.15,Josh,2.2,143,61,5,2.04,1,16.2,149,80,161,False,55.8,205,81,221,,None,48,305,203,0,0,None,0,,172782.jpg,2.5,165,68,0,0,0.0,Brownhill,0.2,342,106,False,None,2,0.81,a,6,90,38.0,148,89,10,5446,1309,17385,419,0.5,2.1,Brownhill,1
0,0,0,0,0,0,0,250735,None,,0,0,-1,1,0.0,549,212,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,542,201,0,0,0,0.0,566,215,162,False,0.0,561,212,0,Illness - Unknown return date,2023-08-31T18:00:07.313510Z,44,549,288,0,0,None,0,,250735.jpg,0.0,566,215,0,0,0,Churlinov,0.0,588,225,False,None,0,0,i,6,90,0.0,533,204,0,418,4,2370,67,0.0,0.0,Churlinov,0
0,0,2,None,None,0,0.0,40145,None,,-1,1,-2,2,0.9,364,182,None,,0,3,-0.6,-0.8,0,0.01,0.06,0.01,0.06,0.00,0.13,0.73,0.0,Jack,0.2,364,168,0,0.0,0,0.5,399,186,163,False,1.8,396,188,16,,None,48,290,191,0,0,None,0,,40145.jpg,1.0,352,157,0,0,0.0,Cork,0.0,581,221,False,None,0,0.0,a,6,90,2.0,350,173,1,260,12,1602,34,0.0,0.2,Cork,0
0,0,0,0,0,0,0,530873,None,,0,0,0,0,0.0,628,254,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,619,247,0,0,0,0.0,638,256,164,False,0.0,633,253,0,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,45,458,258,0,0,None,0,,530873.jpg,0.0,637,256,0,0,0,Costelloe,0.0,629,251,False,None,0,0,u,6,90,0.0,620,249,0,101,0,2408,36,0.0,0.0,Costelloe,0
1,0,69,None,None,0,0.0,172567,None,,0,0,0,0,80.9,71,52,None,,0,3,3.4,1.2,2,0.74,0.15,0.77,0.16,0.03,8.62,1.72,0.01,Josh,2.2,149,64,13,2.6,0,16.6,146,78,165,False,79.6,146,54,450,,None,50,187,115,0,0,None,0,,172567.jpg,2.2,193,84,0,0,0.0,Cullen,0.1,445,144,False,None,5,1.0,a,6,90,6.0,309,155,11,2771,725,3143,135,0.4,2.2,Cullen,2
0,0,0,None,None,0,0,432711,None,,0,0,-1,1,0.0,400,146,None,,0,2,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,CJ,0.0,390,131,0,0,0,0.0,423,149,166,False,0.0,418,149,0,,None,39,715,229,0,0,None,0,,432711.jpg,0.0,419,143,0,0,0,Egan-Riley,0.2,316,121,False,None,0,0,a,6,90,0.0,371,131,0,10812,655,7791,450,0.0,0.0,Egan-Riley,0
0,0,0,0,0,0,0,478969,None,,0,0,-1,1,0.0,402,148,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hjalmar,0.0,392,133,0,0,0,0.0,425,151,167,False,0.0,420,151,0,Knee injury - Unknown return date,2023-08-31T02:00:07.493185Z,39,718,232,0,0,None,0,,478969.jpg,0.0,421,145,0,0,0,Ekdal,0.1,370,141,False,None,0,0,i,6,90,0.0,373,133,0,1303,102,11272,359,0.0,0.0,Ekdal,0
1,1,58,0,0,0,0.0,435973,None,,0,0,0,0,39.7,163,21,None,,0,4,0.0,0.0,0,0.10,0.03,1.06,0.28,0.96,7.60,1.95,0.25,Lyle,3.8,56,12,12,3.09,2,23.9,77,17,168,False,104.0,92,11,350,Suspended until 03 Oct,2023-09-18T21:30:07.410356Z,50,205,47,0,0,None,0,,435973.jpg,4.2,58,12,1,0,0.0,Foster,0.7,187,34,False,None,4,1.03,s,6,90,96.0,50,19,17,85537,1148,55582,6646,0.8,3.4,Foster,0
0,0,0,None,None,0,0,493347,None,,0,0,0,0,0.0,483,54,None,,0,1,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Denis,0.0,473,69,0,0,0,0.0,503,70,169,False,0.0,498,70,0,,None,40,690,78,0,0,None,0,,493347.jpg,0.0,501,70,0,0,0,Franchi,0.1,379,55,False,None,0,0,a,6,90,0.0,457,50,0,1142,41,5108,178,0.0,0.0,Franchi,0
1,0,29,None,None,0,0.0,60586,2,,0,0,-1,1,63.3,114,81,2,,0,3,2.6,0.8,1,0.24,0.13,0.24,0.13,0.00,2.52,1.33,0.0,Jóhann Berg,1.8,189,84,4,2.11,0,10.4,237,107,170,False,34.2,259,103,171,,None,49,228,147,0,0,None,0,,60586.jpg,1.8,235,106,0,0,0.0,Gudmundsson,0.0,544,201,False,None,3,1.58,a,6,90,6.0,305,153,7,1105,96,2877,65,0.4,1.4,Gudmundsson,1
0,0,0,0,0,0,0,483391,None,,0,0,0,0,0.0,481,184,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,471,172,0,0,0,0.0,501,186,171,False,0.0,496,186,0,Season long loan to Stoke City,2023-08-04T09:35:51.951556Z,40,687,210,0,0,None,0,,483391.jpg,0.0,499,182,0,0,0,McNally,0.0,624,214,False,None,0,0,u,6,90,0.0,455,172,0,0,0,1354,33,0.0,0.0,McNally,0
0,0,0,None,None,0,0,232917,None,,0,0,-1,1,0.0,542,65,None,,0,1,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Arijanet,0.0,535,78,0,0,0,0.0,559,79,172,False,0.0,554,79,0,,None,44,539,30,0,0,None,0,,232917.jpg,0.0,559,79,0,0,0,Muric,0.2,333,51,False,None,0,0,a,6,90,0.0,526,62,0,791,31,11098,323,0.0,0.0,Muric,0
0,0,48,None,None,0,0.0,216616,None,,0,0,-1,1,15.7,260,83,None,,0,2,-0.6,-0.8,0,0.02,0.01,0.06,0.02,0.04,6.99,2.33,0.01,Dara,0.2,353,120,11,3.67,0,10.8,233,80,173,False,80.6,142,56,270,,None,44,529,135,0,0,None,0,,216616.jpg,0.7,401,132,0,0,0.0,O'Shea,0.2,328,124,False,None,3,1.0,a,6,90,11.0,260,78,2,3155,103,8455,390,0.0,0.5,O'Shea,0
0,0,0,0,0,0,0,220598,None,,0,0,-1,1,0.0,662,78,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,655,77,0,0,0,0.0,667,78,174,False,0.0,663,76,0,Hamstring injury - Unknown return date,2023-08-06T23:30:05.563053Z,49,264,52,0,0,None,0,,220598.jpg,0.0,667,78,0,0,0,Obafemi,0.0,566,80,False,None,0,0,i,6,90,0.0,658,78,0,624,22,3341,60,0.0,0.0,Obafemi,0
0,0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,449,37,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,437,53,0,0,0,0.0,470,54,175,False,0.0,464,54,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,40,646,61,0,0,None,0,,220037.jpg,0.0,466,54,0,0,0,Peacock-Farrell,0.0,636,78,False,None,0,0,u,6,90,0.0,420,33,0,0,0,663,12,0.0,0.0,Peacock-Farrell,0
0,0,58,None,None,0,0.0,192290,None,,0,0,-1,1,35.9,172,45,None,,0,2,1.0,0.0,2,0.28,0.06,0.28,0.06,0.00,8.62,1.72,0.0,Connor,1.0,252,85,13,2.6,0,10.1,243,84,176,False,59.4,197,80,450,,None,44,515,125,0,0,None,0,,192290.jpg,1.0,323,115,0,0,0.0,Roberts,0.2,290,111,False,None,5,1.0,a,6,90,6.0,302,101,5,4056,1094,11602,353,0.2,1.1,Roberts,1
0,0,-1,None,None,0,0.0,44683,None,,0,0,-2,2,3.3,335,44,None,,0,4,0.0,-0.5,1,0.00,0.0,0.53,1.83,0.53,0.44,1.52,1.83,Jay,0.5,334,44,0,0.0,0,1.3,379,47,177,False,4.0,380,45,26,,None,53,140,41,0,0,1,0,,44683.jpg,1.0,377,50,0,0,0.0,Rodriguez,0.2,343,55,False,None,0,0.0,a,6,90,10.0,276,46,2,4796,468,17242,375,0.1,0.4,Rodriguez,0
0,0,23,None,None,0,0.0,103914,None,,0,0,-1,1,9.9,304,105,None,,0,2,1.0,0.0,2,0.03,0.02,0.05,0.03,0.02,1.63,0.82,0.01,Charlie,1.0,247,81,2,1.0,0,4.0,322,115,178,False,26.8,279,111,180,,None,39,708,224,0,0,None,0,,103914.jpg,2.0,201,66,0,0,0.0,Taylor,0.9,170,66,False,None,2,1.0,a,6,90,3.0,331,115,4,29107,16306,32685,1661,0.3,1.0,Taylor,0
0,0,0,0,0,0,0,461102,None,,0,0,0,0,0.0,470,179,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,459,166,0,0,0,0.0,490,181,179,False,0.0,484,180,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,672,201,0,0,None,0,,461102.jpg,0.0,488,177,0,0,0,Thomas,0.0,622,213,False,None,0,0,u,6,90,0.0,443,166,0,0,0,948,24,0.0,0.0,Thomas,0
0,0,0,0,0,0,0,226473,None,,0,0,-1,1,0.0,665,276,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,657,272,0,0,0,0.0,669,277,180,False,0.0,665,275,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,268,175,0,0,None,0,,226473.jpg,0.0,669,277,0,0,0,Twine,0.0,647,261,False,None,0,0,u,6,90,0.0,661,273,0,119,0,2426,21,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,0,0,0.0,427,26,None,,0,1,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,416,43,0,0,0,0.0,449,43,181,False,0.0,443,43,0,,None,40,621,50,0,0,None,0,,133085.jpg,0.0,444,43,0,0,0,Vigouroux,0.2,317,49,False,None,0,0,a,6,90,0.0,398,22,0,2203,87,5533,224,0.0,0.0,Vigouroux,0
0,0,6,100,100,0,0.0,441455,None,,0,0,-1,1,11.4,291,98,None,,0,2,-1.0,-1.0,0,0.03,0.03,0.03,0.03,0.00,2.21,2.21,0.0,Victor,0.0,546,210,3,3.0,0,2.2,358,129,182,False,8.8,354,134,90,,2023-08-31T02:00:07.534376Z,44,557,146,0,0,None,0,,441455.jpg,1.0,332,121,0,0,0.0,da Silva,0.1,380,147,False,None,1,1.0,a,6,90,2.0,341,122,1,1794,40,8046,194,0.0,0.2,Vitinho,0
0,0,0,0,0,0,0,120202,None,,0,0,0,0,0.0,702,84,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wout,0.0,694,83,0,0,0,0.0,702,84,183,False,0.0,701,84,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,96,29,0,0,None,0,,120202.jpg,0.0,701,84,0,0,0,Weghorst,0.1,493,70,False,None,0,0,u,6,90,0.0,699,84,0,0,0,13965,99,0.0,0.0,Weghorst,0
0,0,-3,100,100,0,0.0,511783,3,,0,0,-1,1,19.8,237,129,None,,0,3,-0.6,-0.8,0,0.06,0.09,0.19,0.3,0.13,1.57,2.48,0.21,Anass,0.2,376,176,1,1.58,0,2.0,367,169,184,False,0.0,671,279,57,,2023-08-12T08:00:06.224285Z,49,286,188,0,0,None,0,,511783.jpg,-0.5,718,309,1,0,0.0,Zaroury,0.0,521,185,False,None,0,0.0,a,6,90,6.0,307,154,-1,502,31,9506,129,0.0,-0.2,Zaroury,0
0,0,22,None,None,0,0.0,207189,None,,-1,1,-2,2,32.9,187,106,None,,0,3,1.0,0.0,1,0.04,0.01,0.25,0.09,0.21,5.98,2.2,0.08,Sander,1.0,260,113,8,2.94,0,8.5,265,117,475,False,26.4,282,115,245,,None,48,312,208,0,0,None,0,,207189.jpg,1.2,300,133,0,0,0.0,Berge,0.1,397,127,False,None,3,1.1,a,6,90,25.0,196,106,6,2257,84,8976,241,0.2,1.2,Berge,1
0,2,48,None,None,0,0.0,492831,None,,0,0,-1,1,32.4,191,28,None,,0,4,5.4,2.2,2,0.22,0.06,0.95,0.26,0.73,5.81,1.57,0.2,Zeki,3.2,81,14,10,2.69,1,17.2,138,23,594,False,64.8,181,20,334,,None,54,137,39,0,0,None,0,,492831.jpg,3.0,132,21,0,0,0.0,Amdouni,0.2,303,52,False,None,5,1.35,a,6,90,75.0,76,28,15,16601,7411,10665,630,0.6,2.8,Amdouni,0
0,0,94,None,None,0,0.0,432720,None,,0,0,0,0,0.1,387,3,None,,0,1,3.0,1.0,3,0.00,0.0,0.00,0.0,0.00,8.62,1.72,0.0,James,2.0,165,18,13,2.6,0,16.1,151,9,596,False,160.4,30,9,450,,None,45,411,22,0,0,None,0,,432720.jpg,2.0,210,21,0,19,3.8,Trafford,1.0,166,23,False,None,5,1.0,a,6,90,0.0,587,72,10,15902,2206,26708,1020,0.4,2.2,Trafford,1
0,0,10,None,None,0,0.0,83283,None,,0,0,-2,2,15.8,259,140,None,,0,3,0.0,-0.5,0,0.26,0.44,0.26,0.44,0.00,1.34,2.28,0.0,Nathan,0.5,324,152,2,3.4,0,2.9,343,157,600,False,9.2,350,153,53,,None,48,295,195,0,0,None,0,,83283.jpg,1.0,354,159,0,0,0.0,Redmond,0.0,546,202,False,None,0,0.0,a,6,90,4.0,324,160,3,378,14,3139,87,0.1,0.6,Redmond,0
1,0,28,None,None,0,0.0,487702,None,,0,0,0,0,76.2,79,58,None,,0,3,4.6,1.8,2,0.48,0.13,0.73,0.2,0.25,6.39,1.69,0.07,Luca,2.8,114,50,12,3.17,0,15.0,171,87,605,False,29.6,273,111,341,,None,50,215,137,0,0,None,0,,487702.jpg,2.6,158,67,0,0,0.0,Koleosho,0.1,381,120,False,None,5,1.32,a,6,90,45.0,128,80,13,10782,5272,2710,321,0.6,2.6,Koleosho,0
0,0,9,None,None,0,0.0,179458,None,,0,0,-1,1,23.6,229,126,1,,0,3,0.6,-0.2,1,0.07,0.08,0.28,0.33,0.21,1.82,2.13,0.25,Jacob,0.8,293,133,1,1.17,0,9.0,255,114,608,False,10.8,338,147,77,,None,49,249,164,0,0,None,0,,179458.jpg,1.0,365,167,0,0,0.0,Bruun Larsen,0.0,608,238,False,None,0,0.0,a,6,90,58.0,101,60,4,233,30,982,39,0.2,0.8,Bruun Larsen,0
0,0,0,0,0,0,0,461567,None,,0,0,0,0,0.0,472,181,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,461,168,0,0,0,0.0,492,183,622,False,0.0,486,182,0,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,674,203,0,0,None,0,,461567.jpg,0.0,490,179,0,0,0,Dodgson,0.0,529,197,False,None,0,0,u,6,90,0.0,445,168,0,467,0,2451,89,0.0,0.0,Dodgson,0
0,0,0,None,None,0,0,550839,None,,0,0,0,0,0.0,689,294,None,,0,3,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wilson,0.0,680,290,0,0,0,0.0,692,295,660,False,0.0,691,294,0,,None,50,219,140,0,0,None,0,,550839.jpg,0.0,691,294,0,0,0,Odobert,0.0,683,282,False,None,0,0,a,6,90,0.0,685,291,0,103,5,131,9,0.0,0.0,Odobert,0
0,0,21,None,None,0,0.0,247245,None,,0,0,0,0,24.4,226,69,None,,0,2,-0.6,-0.8,0,0.04,0.03,0.39,0.26,0.35,3.80,2.48,0.23,Hannes,0.2,344,111,6,3.91,0,9.2,252,89,674,False,25.4,284,114,138,,None,40,658,192,0,0,None,0,,247245.jpg,0.3,408,136,0,0,0.0,Delcroix,0.0,555,200,False,None,1,0.65,a,6,90,42.0,134,21,1,2009,67,865,85,0.0,0.2,Delcroix,1
0,0,19,100,100,0,0.0,447715,None,,0,0,0,0,16.9,251,136,None,,0,3,0.6,-0.2,2,0.44,0.42,0.49,0.47,0.05,0.79,0.76,0.05,Aaron,0.8,297,136,1,0.96,0,4.8,315,141,675,False,15.4,314,133,94,,2023-08-31T02:00:08.799075Z,50,210,133,0,0,None,0,,447715.jpg,1.5,279,127,0,0,0.0,Ramsey,0.0,564,211,False,None,1,0.96,a,6,90,16.0,241,125,3,2495,730,1038,112,0.2,0.6,A.Ramsey,0
0,0,0,None,None,0,0,437757,None,,0,0,0,0,0.0,686,292,None,,0,3,-1.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Han-Noah,0.0,677,288,0,0,0,0.0,689,293,694,False,0.0,688,292,0,,None,50,206,130,0,0,None,0,,437757.jpg,0.0,688,292,0,0,0,Massengo,0.0,704,297,False,None,0,0,a,6,90,0.0,682,289,0,97,10,44,9,0.0,0.0,Massengo,0
0,0,15,None,None,0,0.0,437748,5,,0,0,0,0,31.0,196,109,None,,0,3,2.0,0.5,2,0.13,0.14,0.18,0.19,0.05,0.88,0.94,0.05,Mike,1.5,218,97,1,1.07,0,4.4,317,142,706,False,9.0,353,156,84,,None,55,114,71,0,0,None,0,,437748.jpg,1.5,280,128,0,0,0.0,Trésor,0.0,660,268,False,None,0,0.0,a,6,90,4.0,330,164,3,622,254,160,56,0.3,0.5,M.Trésor,0
0,0,41,100,75,1,0.33,486672,None,,0,0,-2,2,17.0,250,135,None,,0,3,1.3,1.0,2,0.11,0.04,0.25,0.09,0.14,2.65,0.87,0.05,Moisés,1.3,224,100,3,0.99,0,6.8,286,123,126,False,41.8,237,96,273,,2023-09-17T20:30:06.437413Z,48,322,214,0,0,None,0,,486672.jpg,2.0,214,94,0,0,0.0,Caicedo Corozo,1.7,133,42,False,None,3,0.99,a,7,8,12.0,255,133,8,62693,471,215799,8894,0.3,1.7,Caicedo,0
0,3,120,None,None,2,0.33,215059,None,,0,0,1,-1,0.1,388,4,None,,0,1,5.3,5.3,4,0.00,0.0,0.00,0.0,0.00,6.45,1.08,0.0,Robert,5.3,22,1,6,1.0,0,15.2,168,10,145,False,152.0,37,10,540,,None,46,337,13,0,0,None,0,,215059.jpg,4.3,49,5,0,16,2.67,Sánchez,6.3,62,11,False,None,6,1.0,a,7,8,0.0,632,75,26,445215,15613,167848,7871,1.2,5.7,Sanchez,0
0,0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,439,163,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,427,148,0,0,0,0.0,461,166,185,False,0.0,455,165,0,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,635,179,0,0,None,0,,199598.jpg,0.0,456,159,0,0,0,Ampadu,0.0,662,223,False,None,0,0,u,7,8,0.0,410,148,0,0,0,715,12,0.0,0.0,Ampadu,0
0,0,0,0,0,0,0,109745,None,,0,0,0,0,0.0,675,82,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kepa,0.0,668,84,0,0,0,0.0,679,85,187,False,0.0,678,85,0,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,174,5,0,0,None,0,,109745.jpg,0.0,679,85,0,0,0,Arrizabalaga,0.3,289,43,False,None,0,0,u,7,8,0.0,671,81,0,1775,0,78346,575,0.0,0.0,Arrizabalaga,0
0,0,0,0,0,0,0,54694,None,,0,0,0,0,0.0,713,88,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pierre-Emerick,0.0,706,87,0,0,0,0.0,713,88,188,False,0.0,713,88,0,,2023-07-24T09:59:36.133419Z,65,47,17,0,0,None,0,,54694.jpg,0.0,712,88,0,0,0,Aubameyang,0.0,594,83,False,None,0,0,u,7,8,0.0,712,88,0,0,0,1782,11,0.0,0.0,Aubameyang,0
0,0,0,0,0,0,0,41328,None,,0,0,0,0,0.0,568,219,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,César,0.0,562,212,0,0,0,0.0,582,219,189,False,0.0,577,219,0,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,340,42,0,0,None,0,,41328.jpg,0.0,582,217,0,0,0,Azpilicueta,0.0,714,232,False,None,0,0,u,7,8,0.0,555,216,0,0,0,96,0,0.0,0.0,Azpilicueta,0
0,0,0,0,0,0,0,118335,None,,0,0,0,0,0.0,423,154,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdul Rahman,0.0,412,139,0,0,0,0.0,445,157,190,False,0.0,439,156,0,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,617,168,0,0,None,0,,118335.jpg,0.0,440,150,0,0,0,Baba,0.0,702,231,False,None,0,0,u,7,8,0.0,394,139,0,0,0,221,5,0.0,0.0,Baba,0
0,0,0,0,0,0,0,242880,None,,0,0,-1,1,0.0,545,216,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benoît,0.0,538,209,0,0,0,0.0,562,217,191,False,0.0,557,217,0,Muscle injury - Expected back 07 Oct,2023-08-03T10:30:04.564668Z,44,543,141,0,0,None,0,,242880.jpg,0.0,562,215,0,0,0,Badiashile,0.0,557,202,False,None,0,0,i,7,8,0.0,529,212,0,390,15,3555,54,0.0,0.0,B.Badiashile,0
0,0,0,0,0,0,0,122074,None,,0,0,0,0,0.0,425,25,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,414,42,0,0,0,0.0,447,42,192,False,0.0,441,42,0,Knee injury - Expected back 07 Oct,2023-08-03T10:30:04.581002Z,40,619,49,0,0,None,0,,122074.jpg,0.0,442,42,0,0,0,Bettinelli,0.0,597,74,False,None,0,0,i,7,8,0.0,396,21,0,423,22,1042,31,0.0,0.0,Bettinelli,0
0,0,1,100,50,0,0.0,440323,None,,0,0,-1,1,0.3,382,52,None,,0,4,0.3,0.1,1,0.00,0.0,0.01,0.08,0.01,0.41,3.35,0.08,Armando,0.3,339,45,0,0.0,0,0.6,395,49,193,False,0.0,668,78,11,,2023-08-03T10:30:04.596081Z,49,280,57,0,0,None,0,,440323.jpg,1.0,370,49,0,0,0.0,Broja,0.1,480,68,False,None,0,0.0,a,7,8,7.0,297,48,1,3039,2117,3980,165,0.1,0.2,Broja,0
