first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Ferran,Torres,2,4,55,927,7,150.3,149.8,380.0,0,125,67.9,6,0,1,0.8,69,MID
Eric,Garcia,0,0,4,215,6,22.8,40.2,1.0,0,39,6.3,0,0,0,0.2,47,DEF
Adrián,Bernabé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Zack,Steffen,0,0,2,90,1,0.0,9.6,0.0,0,8,1.0,0,0,0,0.1,44,GK
Liam,Delap,0,0,1,39,4,0.3,0.0,4.0,0,0,0.2,0,0,0,0.9,43,FWD
Cole,Palmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Rúben Santos,Gato Alves Dias,1,1,133,2483,15,77.9,569.2,187.0,12,596,83.7,16,0,3,24.6,61,DEF
James,Trafford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Felix,Nmecha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Luke,Mbete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Taylor,Harwood-Bellis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Claudio,Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sergio,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GK
Juan,Mata,0,3,20,336,3,122.9,66.4,67.0,0,79,25.6,1,0,0,0.1,58,MID
David,de Gea,0,0,87,2115,29,0.0,415.8,0.0,4,389,41.5,9,0,0,3.5,53,GK
Chris,Smalling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,DEF
Odion,Ighalo,0,0,1,9,1,0.1,0.0,2.0,0,1,0.2,0,0,0,0.2,61,FWD
Marcos,Rojo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF
Nemanja,Matic,0,1,29,912,14,129.4,176.4,78.0,0,170,38.4,4,0,2,0.2,47,MID
Paul,Pogba,3,3,72,1428,18,243.1,342.4,264.0,11,278,84.6,5,0,3,1.5,76,MID
Phil,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF
Harry,Maguire,2,2,115,2700,33,119.1,645.4,412.0,8,575,117.7,12,0,8,5.4,55,DEF
Frederico,Rodrigues de Paula Santos,0,0,52,1924,19,315.3,352.0,146.0,0,298,81.4,11,0,4,0.2,53,MID
Luke,Shaw,1,5,110,2113,25,823.4,498.4,185.0,20,535,151.0,9,0,6,15.4,53,DEF
Bruno Miguel,Borges Fernandes,16,13,214,2555,28,1255.2,1150.4,993.0,32,760,340.1,12,0,5,58.2,116,MID
Anthony,Martial,4,7,75,1477,23,265.4,297.6,709.0,3,238,126.8,4,1,0,3.5,86,FWD
Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Dean,Henderson,0,0,27,585,4,0.0,136.2,0.0,1,120,13.6,3,0,2,1.5,52,GK
Marcus,Rashford,10,9,148,2446,30,560.8,683.4,941.0,7,452,218.6,11,0,4,8.7,95,MID
Axel,Tuanzebe,0,0,2,132,4,4.0,33.6,0.0,0,18,3.6,0,0,2,0.1,41,DEF
Victor,Lindelöf,1,1,88,2045,22,85.0,421.0,54.0,3,430,56.1,9,0,0,1.3,48,DEF
Scott,McTominay,4,2,79,1613,18,221.9,430.8,216.0,4,340,86.8,7,0,1,0.8,49,MID
Eric,Bailly,0,0,27,638,11,6.0,135.4,22.0,6,144,16.4,3,0,2,0.3,48,DEF
Daniel,James,3,0,35,742,6,107.7,149.8,269.0,1,121,52.5,3,0,3,0.3,62,MID
Timothy,Fosu-Mensah,0,0,0,80,2,30.5,17.8,16.0,0,17,6.4,0,0,1,0.1,43,DEF
Aaron,Wan-Bissaka,2,3,122,2520,28,358.8,607.6,128.0,8,591,109.3,12,0,2,16.8,57,DEF
José Diogo,Dalot Teixeira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF
Mason,Greenwood,2,1,56,1377,18,206.4,163.2,516.0,0,184,88.1,6,0,2,1.9,70,MID
Tahith,Chong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
James,Garner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Brandon,Williams,0,0,2,7,0,0.3,0.4,0.0,0,6,0.1,0,0,0,0.5,42,DEF
Teden,Mengi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,DEF
Donny,van de Beek,1,0,19,321,9,43.3,76.0,65.0,0,72,18.5,0,0,1,1.3,66,MID
Alex Nicolao,Telles,0,2,22,509,8,167.8,122.0,30.0,3,118,31.9,1,0,0,0.5,53,DEF
Edinson,Cavani,6,2,61,1000,10,123.8,274.2,381.0,6,225,77.0,4,0,2,1.8,78,FWD
Facundo,Pellistri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52,MID
Lee,Grant,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Shola,Shoretire,0,0,1,1,0,0.8,0.2,0.0,0,3,0.1,0,0,0,0.0,45,MID
Nathan,Bishop,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Joseph,Willock,2,0,35,834,14,108.0,180.0,183.0,2,111,47.0,1,0,1,0.2,47,MID
Andy,Carroll,1,1,28,374,8,36.9,62.6,187.0,3,73,27.6,1,0,1,0.3,51,FWD
Jonjo,Shelvey,1,1,51,1896,34,415.0,340.2,247.0,1,282,100.2,4,0,5,0.2,53,MID
Matt,Ritchie,0,0,15,634,10,224.9,91.0,60.0,0,79,37.6,1,0,1,0.0,49,MID
Federico,Fernández,0,0,34,1381,26,55.1,332.2,14.0,4,252,40.0,3,0,2,0.5,47,DEF
Ciaran,Clark,1,0,40,1564,29,29.6,342.0,103.0,2,246,47.7,3,0,3,0.2,45,DEF
Karl,Darlow,0,0,80,2250,43,0.0,682.4,0.0,6,450,68.3,4,0,3,1.4,49,GK
Martin,Dubravka,0,0,18,450,7,0.0,131.0,0.0,1,91,13.1,1,0,0,0.3,48,GK
Florian,Lejeune,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF
Jamaal,Lascelles,2,0,44,1625,32,38.1,345.2,161.0,3,229,54.7,2,0,4,1.7,42,DEF
Dwight,Gayle,1,0,22,362,8,62.8,62.6,198.0,3,64,31.9,0,0,0,0.1,59,FWD
Christian,Atsu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52,MID
Paul,Dummett,0,0,13,534,8,46.3,81.8,0.0,0,72,12.8,1,0,2,0.0,44,DEF
Javier,Manquillo,0,0,28,822,15,93.5,109.8,18.0,0,136,22.2,3,0,1,0.2,42,DEF
Emil,Krafth,0,1,27,944,21,85.7,157.8,67.0,0,153,31.0,3,0,3,0.1,42,DEF
Fabian,Schär,0,0,25,1221,21,8.7,216.4,99.0,1,153,32.4,2,0,4,0.1,49,DEF
DeAndre,Yedlin,0,0,13,435,6,41.8,58.6,20.0,0,68,12.0,1,0,0,0.2,43,DEF
Isaac,Hayden,0,0,40,1942,33,117.7,278.0,155.0,0,211,55.3,4,0,8,0.1,46,MID
Rolando,Aarons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Allan,Saint-Maximin,2,3,53,971,18,221.3,239.8,239.0,2,168,70.1,4,0,0,2.2,51,MID
Miguel,Almirón,4,2,79,1744,36,360.8,392.2,365.0,7,297,112.0,3,0,2,0.4,56,MID
Joelinton Cássio,Apolinário de Lira,2,2,54,1623,27,220.5,272.8,445.0,2,190,94.1,3,0,3,0.4,57,FWD
Yoshinori,Muto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,FWD
Kelland,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Sean,Longstaff,0,1,27,928,18,106.9,100.6,93.0,1,120,29.9,1,0,2,0.1,46,MID
Jeff,Hendrick,2,1,49,1405,24,99.0,202.4,95.0,3,167,39.4,3,1,1,1.2,45,MID
Matthew,Longstaff,0,0,10,376,8,35.6,32.6,2.0,0,47,7.0,1,0,0,0.0,48,MID
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Jacob,Murphy,1,2,42,897,21,182.2,200.0,171.0,5,150,55.2,1,0,2,0.1,49,MID
Callum,Wilson,10,6,116,1812,31,217.1,479.2,653.0,19,356,134.7,5,0,2,5.3,65,FWD
Ryan,Fraser,0,4,39,922,18,395.0,142.8,165.0,0,154,70.1,4,1,0,0.2,56,MID
Jamal,Lewis,0,1,43,1827,37,224.5,271.6,47.0,3,258,54.1,3,0,4,1.3,42,DEF
Elliot,Anderson,0,0,1,3,0,0.3,0.0,2.0,0,3,0.2,0,0,0,0.0,45,MID
Daniel,Langley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Rhian,Brewster,0,0,27,870,12,123.8,45.0,180.0,0,64,34.5,1,0,0,5.5,43,FWD
Billy,Sharp,3,0,39,725,15,68.1,121.2,162.0,6,101,34.9,0,0,1,0.2,55,FWD
David,McGoldrick,6,1,71,1706,28,255.1,343.2,606.0,6,247,120.5,6,0,6,1.4,52,FWD
Chris,Basham,0,1,38,2126,44,166.5,433.2,141.0,2,307,74.1,0,0,3,0.5,46,DEF
John,Fleck,0,3,52,1853,36,393.9,263.0,136.0,1,259,79.4,2,0,3,0.1,56,MID
Enda,Stevens,0,0,30,1980,43,182.5,312.2,137.0,0,249,63.2,1,0,3,0.8,50,DEF
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Oliver,Norwood,0,0,37,1494,32,329.8,271.8,35.0,0,233,63.8,2,0,4,0.1,45,MID
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
George,Baldock,0,2,44,2157,41,224.3,271.0,190.0,2,251,68.6,1,0,4,0.8,49,DEF
Jack,Robinson,0,1,13,605,10,11.6,87.8,35.0,0,70,13.4,0,0,2,0.1,42,DEF
John,Egan,0,1,33,1908,37,34.2,377.4,63.0,3,266,47.4,1,1,6,1.6,47,DEF
Jack,O'Connell,0,0,3,180,3,2.5,40.2,0.0,0,19,4.3,0,0,0,0.1,47,DEF
John,Lundstram,0,2,44,1918,37,340.9,242.0,202.0,2,229,78.5,3,1,8,1.3,49,MID
Ben,Osborn,1,0,33,996,19,217.0,199.0,99.0,3,171,51.7,1,0,1,0.0,47,MID
Oliver,McBurnie,1,2,43,1298,26,207.4,182.2,444.0,2,97,83.0,0,0,2,0.2,56,FWD
Lys,Mousset,0,0,10,258,9,34.7,14.2,47.0,0,9,9.3,0,0,0,0.1,58,FWD
Sander,Berge,1,1,29,1015,19,168.9,175.8,126.0,1,148,47.0,0,0,4,0.1,49,MID
Oliver,Burke,1,2,39,1048,16,161.9,96.0,340.0,0,91,58.9,1,0,2,1.8,41,MID
Luke,Freeman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Aaron,Ramsdale,0,0,83,2700,52,10.0,775.4,4.0,6,505,79.0,2,0,1,1.7,46,GK
Ethan,Ampadu,0,0,42,1915,37,184.6,428.6,51.0,4,318,66.6,2,0,2,0.4,43,DEF
Jayden,Bogle,2,0,29,875,18,67.3,188.8,245.0,0,120,50.2,1,0,2,0.1,43,DEF
Max,Lowe,0,0,9,549,10,39.8,99.2,45.0,0,49,18.4,0,0,1,0.0,42,DEF
Phil,Jagielka,0,0,4,517,12,1.9,70.4,2.0,0,50,7.5,0,1,1,0.5,39,DEF
Michael,Verrips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
Kean,Bryan,1,0,19,744,15,45.1,162.2,49.0,0,107,25.7,1,0,1,0.4,39,DEF
Antwoine,Hackford,0,0,1,10,0,0.1,0.0,18.0,0,3,1.8,0,0,0,0.1,44,FWD
Kyron,Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Iliman,Ndiaye,0,0,1,11,1,0.3,2.2,0.0,0,5,0.3,0,0,0,0.0,45,MID
Zak,Brunt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Frankie,Maguire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Theo,Walcott,2,4,62,1332,22,205.2,211.2,312.0,2,139,72.4,5,0,0,0.3,58,MID
Takumi,Minamino,3,0,41,698,13,52.7,139.2,214.0,2,136,40.5,2,0,0,0.5,60,MID
Shane,Long,0,0,12,201,6,6.4,9.8,19.0,0,21,3.4,1,0,0,0.4,51,FWD
Ryan,Bertrand,0,2,77,2508,48,244.6,291.4,129.0,4,388,66.5,8,0,5,0.9,50,DEF
Alex,McCarthy,0,0,82,2250,48,0.0,595.8,0.0,7,445,59.5,7,0,2,12.7,44,GK
Oriol,Romeu Vidal,1,1,51,1732,24,226.6,344.6,98.0,4,259,66.9,6,0,6,1.5,45,MID
Nathan,Redmond,2,2,51,1161,25,221.9,213.8,338.0,3,180,77.2,1,0,0,0.2,64,MID
Danny,Ings,9,4,106,1770,32,260.1,526.6,742.0,17,375,152.3,6,0,1,6.2,84,FWD
Jack,Stephens,0,0,33,1087,32,57.3,251.2,51.0,6,223,36.1,4,0,2,0.2,46,DEF
Stuart,Armstrong,4,5,93,2057,41,407.0,453.4,352.0,4,353,121.2,8,0,3,0.4,55,MID
Jannik,Vestergaard,3,1,80,1935,32,72.9,545.2,272.0,4,415,89.0,6,0,2,3.2,47,DEF
James,Ward-Prowse,7,5,128,2700,53,729.2,743.8,257.0,13,621,172.9,9,0,4,9.8,59,MID
Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Sofiane,Boufal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Josh,Sims,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Kyle,Walker-Peters,0,2,80,1961,27,186.4,364.6,179.0,7,405,73.0,9,0,4,4.1,47,DEF
Jan,Bednarek,1,1,89,2605,50,71.9,587.2,147.0,11,522,80.7,9,1,3,5.8,48,DEF
Che,Adams,7,6,109,2165,45,380.5,448.4,770.0,11,345,160.0,7,0,1,5.4,58,FWD
Yan,Valery,0,0,3,101,4,22.1,26.0,12.0,0,12,6.0,0,0,0,0.1,47,DEF
William,Smallbone,0,0,5,171,5,7.4,16.8,9.0,0,17,3.3,0,0,0,0.1,44,MID
Jake,Vokins,0,0,1,66,2,14.8,1.8,0.0,0,5,1.7,0,0,0,0.9,39,DEF
Michael,Obafemi,0,0,1,13,0,0.1,0.4,0.0,0,2,0.1,0,0,0,0.7,46,FWD
Moussa,Djenepo,1,2,42,1102,23,78.9,160.4,167.0,0,124,40.4,3,0,4,0.1,54,MID
Mohammed,Salisu,0,0,7,361,10,13.8,61.4,9.0,0,45,8.6,0,0,0,0.1,43,DEF
Fraser,Forster,0,0,18,450,5,0.0,91.8,0.0,0,93,9.2,2,0,0,6.5,40,GK
Nathan,Tella,0,1,15,441,7,8.8,12.6,92.0,0,27,11.1,1,0,2,0.3,43,MID
Ibrahima,Diallo,0,0,23,735,12,100.2,94.4,40.0,0,103,23.4,3,0,2,0.0,45,MID
Daniel,N'Lundulu,0,0,12,101,1,12.2,3.2,16.0,0,29,3.1,0,0,0,0.2,45,FWD
Kayne,Ramsay,0,0,-3,90,9,0.0,13.2,0.0,0,5,1.3,0,0,1,0.1,40,DEF
Kgaogelo,Chauke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Harry,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Will,Ferry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Allan,Tchaptchet,0,0,0,12,3,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF
Caleb,Watts,0,0,2,36,0,4.4,5.4,0.0,0,6,0.9,0,0,1,0.0,45,MID
Alexandre,Jankewitz,0,0,-1,2,9,0.3,4.4,0.0,0,-4,0.5,0,1,0,0.0,45,MID
Ryan,Finnigan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Hugo,Lloris,0,0,121,2700,32,0.0,646.6,0.0,11,551,64.6,10,0,0,6.5,56,GK
Danny,Rose,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,DEF
Moussa,Sissoko,0,0,41,1456,18,91.4,173.4,49.0,2,199,31.5,5,0,2,0.4,47,MID
Toby,Alderweireld,1,0,70,1610,15,71.1,427.0,94.0,4,348,59.4,8,0,2,1.9,54,DEF
Erik,Lamela,1,1,23,616,14,118.7,105.2,211.0,0,85,43.1,1,1,4,0.1,57,MID
Harry,Kane,19,13,204,2453,27,519.0,1106.4,1250.0,35,739,287.2,10,0,1,48.0,117,FWD
Serge,Aurier,2,1,61,1155,13,188.8,295.4,160.0,2,268,64.4,5,0,0,1.3,52,DEF
Heung-Min,Son,13,9,180,2399,23,742.3,815.0,775.0,22,596,233.6,11,0,0,42.7,94,MID
Eric,Dier,0,0,59,1890,23,56.5,450.0,89.0,1,340,59.6,6,0,2,2.4,47,DEF
Lucas,Rodrigues Moura da Silva,3,3,68,1155,14,193.8,279.4,253.0,5,202,72.4,4,0,0,2.1,66,MID
Paulo,Gazzaniga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,GK
Bamidele,Alli,0,1,14,231,3,65.5,40.0,43.0,0,44,14.7,1,0,0,0.6,74,MID
Ben,Davies,0,2,52,1340,16,136.8,232.8,65.0,1,253,43.4,4,0,1,0.7,46,DEF
Pierre-Emile,Højbjerg,1,3,81,2700,32,231.1,567.6,103.0,3,447,90.2,10,0,6,0.9,49,MID
Harry,Winks,0,0,13,635,12,54.1,87.6,16.0,0,83,15.6,1,0,4,0.1,51,MID
Davinson,Sánchez,0,0,42,1396,20,9.9,301.8,112.0,3,240,42.5,4,0,1,0.9,52,DEF
Ryan,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,DEF
Steven,Bergwijn,0,3,40,1042,11,151.0,91.2,119.0,0,83,35.6,5,0,2,0.4,70,MID
Gedson,Carvalho Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,MID
Japhet,Tanganga,0,0,8,315,6,23.6,55.4,36.0,0,53,11.4,1,0,1,0.1,49,DEF
Giovani,Lo Celso,1,1,23,585,6,146.7,116.8,98.0,0,86,35.8,3,0,5,0.4,69,MID
Oliver,Skipp,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Tanguy,Ndombele,3,2,88,1840,19,253.2,395.8,247.0,7,366,89.8,12,0,2,0.6,59,MID
Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Matt,Doherty,0,2,45,1141,13,161.2,219.8,61.0,4,197,44.3,4,1,2,4.0,56,DEF
Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,43,GK
Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Sergio,Reguilón,0,4,67,1551,18,232.5,297.8,198.0,4,308,73.0,6,0,4,3.7,55,DEF
Gareth,Bale,5,2,59,554,8,168.2,274.8,246.0,8,189,68.8,3,0,1,8.7,94,MID
Carlos Vinicius,Alves Morais,1,0,13,305,2,26.9,52.6,142.0,0,38,22.0,1,0,2,0.1,69,FWD
Joe,Rodon,0,0,24,551,7,3.3,134.0,6.0,3,134,14.4,2,0,0,0.0,50,DEF
Alfie,Devine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Dane,Scarlett,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,FWD
Ainsley,Maitland-Niles,0,1,51,1205,13,90.2,171.8,80.0,1,200,34.2,5,0,1,0.9,46,DEF
David,Button,0,0,2,90,2,0.0,23.4,0.0,0,18,2.3,0,0,0,3.7,39,GK
Callum,Robinson,4,3,63,1231,34,206.6,213.0,277.0,6,228,68.9,2,0,0,0.6,52,FWD
Kieran,Gibbs,0,0,5,810,25,65.1,132.0,10.0,0,107,20.8,0,1,1,0.1,43,DEF
Hal,Robson-Kanu,0,0,12,268,6,27.1,16.2,41.0,0,14,8.3,0,0,1,0.1,52,FWD
Jake,Livermore,0,0,24,1226,34,72.6,136.6,53.0,0,101,25.9,1,1,2,0.0,47,MID
Kamil,Grosicki,0,1,8,147,5,35.2,22.4,15.0,0,29,7.2,0,0,0,0.0,52,MID
Matt,Phillips,1,1,49,1195,26,256.8,183.0,215.0,3,152,65.5,2,0,1,0.0,51,MID
Kyle,Bartley,3,1,66,1869,36,48.0,536.2,209.0,3,346,79.3,4,0,3,0.4,44,DEF
Romaine,Sawyers,0,0,33,1486,42,102.4,152.4,13.0,0,196,26.7,1,0,2,0.0,46,MID
Ahmed El-Sayed,Hegazy,0,0,6,90,0,0.3,19.6,0.0,0,24,2.0,1,0,0,0.1,41,DEF
Charlie,Austin,0,0,5,135,5,3.9,20.0,26.0,0,10,5.0,0,0,0,0.1,51,FWD
Kenneth,Zohore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,FWD
Sam,Johnstone,0,1,101,2610,57,10.0,874.8,0.0,12,579,88.4,5,0,0,2.5,45,GK
Conor,Townsend,0,0,54,1514,19,221.3,267.0,94.0,6,269,58.1,5,0,0,0.1,44,DEF
Oluwasemilogo Adesewo Ibidapo,Ajayi,2,1,42,2189,57,46.0,476.6,129.0,2,282,65.0,1,1,3,0.2,48,DEF
Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kyle,Edwards,0,0,5,114,3,12.8,13.0,39.0,0,15,6.4,0,0,0,0.0,47,MID
Darnell,Furlong,1,3,66,2211,46,229.1,382.8,176.0,2,323,78.9,5,0,4,0.2,45,DEF
Sam,Field,0,0,3,61,2,0.5,20.0,0.0,0,16,2.0,0,0,0,0.0,48,MID
Dara,O'Shea,0,0,32,1824,45,69.3,388.8,42.0,1,243,50.3,2,0,3,0.2,42,DEF
Rekeem,Harper,0,0,2,30,2,2.3,6.0,7.0,0,7,1.6,0,0,0,0.3,43,MID
Robert,Snodgrass,0,0,14,528,14,56.0,76.4,75.0,0,76,20.7,0,0,2,0.1,56,MID
Grady,Diangana,1,0,34,1086,28,88.5,152.4,151.0,0,96,39.2,1,0,0,0.2,50,MID
Matheus,Pereira,7,6,111,1962,44,647.3,537.6,433.0,11,407,161.9,5,1,2,1.9,53,MID
Cedric,Kipre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF
Branislav,Ivanovic,0,0,20,764,19,12.7,117.8,61.0,0,120,19.1,2,0,2,0.1,44,DEF
Conor,Gallagher,2,2,61,1972,34,240.3,358.0,243.0,3,277,84.1,5,0,8,0.1,55,MID
Filip,Krovinovic,0,0,17,541,11,103.6,74.4,50.0,0,97,22.8,1,0,0,0.0,49,MID
Karlan,Grant,1,0,37,1083,24,62.7,92.4,259.0,3,95,41.1,3,0,1,0.0,57,FWD
Lee,Peltier,0,0,2,228,8,20.3,45.6,0.0,0,25,6.7,0,0,1,0.1,40,DEF
Cheikh,Diaby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Mbaye,Diagne,2,3,35,817,9,99.5,122.2,262.0,1,80,48.3,3,0,2,0.3,60,FWD
Okay,Yokuslu,0,0,17,618,5,68.9,93.8,29.0,0,98,19.2,3,0,1,0.0,45,MID
Jesse,Lingard,6,4,68,707,9,144.6,306.0,314.0,11,196,76.3,3,0,2,19.1,63,MID
Mark,Noble,0,0,20,472,11,42.2,49.0,6.0,0,88,9.7,0,0,1,0.3,45,MID
David,Martin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,39,GK
Darren,Randolph,0,0,7,180,2,0.0,20.4,0.0,0,33,2.1,1,0,0,0.2,43,GK
Lukasz,Fabianski,0,0,112,2520,35,0.0,600.2,0.0,9,524,60.0,9,0,2,3.1,50,GK
Angelo,Ogbonna,2,0,82,2042,28,53.5,394.0,166.0,5,373,61.4,8,0,4,0.8,47,DEF
Roberto,Jimenez Gago,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Jack,Wilshere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Aaron,Cresswell,0,10,136,2700,37,686.3,575.6,76.0,20,633,134.2,10,0,2,28.5,59,DEF
Andriy,Yarmolenko,0,1,16,345,7,77.6,50.0,106.0,0,44,23.2,1,0,3,0.1,55,MID
Michail,Antonio,7,5,90,1544,21,268.7,406.6,831.0,13,255,150.2,5,0,3,13.3,67,FWD
Ryan,Fredericks,1,1,24,450,8,157.2,135.0,86.0,0,112,38.0,1,0,2,0.2,42,DEF
Manuel,Lanzini,1,1,23,400,3,115.6,92.4,99.0,0,78,30.6,1,0,1,0.1,64,MID
Felipe Anderson,Pereira Gomes,0,0,2,2,0,0.4,2.4,2.0,0,8,0.5,0,0,0,0.1,61,MID
Sébastien,Haller,3,0,41,932,12,131.6,169.6,361.0,4,113,66.2,3,0,0,0.2,61,FWD
Arthur,Masuaku,0,2,42,916,13,194.2,170.6,62.0,4,199,42.7,4,0,1,0.4,43,DEF
Fabián,Balbuena,1,0,40,1080,16,7.7,240.4,75.0,0,185,32.4,4,0,1,0.6,41,DEF
Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Jarrod,Bowen,7,3,110,2070,28,406.1,424.0,656.0,6,341,148.8,7,0,0,1.7,59,MID
Albian,Ajeti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Declan,Rice,1,1,76,2610,35,313.0,493.8,275.0,2,474,108.6,10,0,2,2.2,47,MID
Tomas,Soucek,9,1,123,2700,37,193.0,713.6,778.0,15,437,168.5,10,1,5,13.8,53,MID
Pablo,Fornals,3,6,92,1875,23,259.7,308.8,384.0,7,289,95.3,8,0,3,0.5,58,MID
Issa,Diop,1,0,28,927,14,13.7,227.2,27.0,1,150,26.9,2,0,3,0.5,43,DEF
Ben,Johnson,1,0,22,411,6,18.6,69.6,17.0,0,80,10.5,1,0,1,2.4,39,DEF
Vladimir,Coufal,0,5,95,2334,33,484.6,509.2,132.0,9,478,112.9,8,0,3,5.3,46,DEF
